candidate_id	final_rank	top10_rank	pdb_path	vhh_chain	chain_identity_proxy	mapped_sequence_fraction	free_vhh_sasa_a2	bound_vhh_sasa_a2	binding_buried_sasa_a2	largest_hydrophobic_patch_residues	largest_hydrophobic_patch_free_sasa_a2	largest_positive_patch_residues	largest_positive_patch_free_sasa_a2	largest_negative_patch_residues	largest_negative_patch_free_sasa_a2	c_terminal_target_min_distance_a	c_terminal_target_contact_4p5a
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__9e6y__s3047.pdb	A	1.000000	1.000000	5980.719804	5230.100118	750.619686	10	521.700835	3	243.169890	4	343.100999	33.269800	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__9e6y__s42.pdb	A	1.000000	1.000000	6046.675196	5402.082503	644.592693	6	392.813519	3	204.759899	4	338.757622	33.965219	False
NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	24	9	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R24__NODE1GEN_002130__9e6y__s917.pdb	A	1.000000	1.000000	5867.654659	5144.643771	723.010888	7	419.158559	3	241.564013	4	360.302685	34.492563	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__8x6b__s1931.pdb	A	1.000000	1.000000	6199.534224	5378.182397	821.351827	10	473.913734	5	327.316255	6	495.907773	32.654216	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__8x6b__s3047.pdb	A	1.000000	1.000000	6163.678411	5274.264272	889.414139	12	585.685966	3	246.824777	3	287.689818	30.638455	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__8x6b__s42.pdb	A	1.000000	1.000000	6195.780105	5439.031947	756.748158	16	792.377672	5	345.600681	6	487.523846	32.430804	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__8x6b__s917.pdb	A	1.000000	1.000000	6182.068372	5415.190861	766.877511	11	476.269279	3	234.082770	6	493.273861	34.827167	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__9e6y__s1931.pdb	A	1.000000	1.000000	6160.215873	5382.016229	778.199644	10	460.495698	3	238.969225	3	284.678309	35.147093	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__9e6y__s3047.pdb	A	1.000000	1.000000	6264.861800	5432.652503	832.209297	16	834.274413	5	347.571276	6	502.939767	33.047785	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__9e6y__s42.pdb	A	1.000000	1.000000	6279.401824	5507.938572	771.463252	9	489.857484	3	252.589202	6	511.180688	33.670556	False
NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	31	10	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R31__NODE1GEN_128014__9e6y__s917.pdb	A	1.000000	1.000000	6135.143324	5272.711969	862.431356	9	442.433153	3	241.780489	3	302.656785	32.089812	False
