cluster_id,representative_record_id,member_count,sources_present,max_pairwise_identity,mean_score_v1_1,selected_for_top_200,selection_reason,diversity_notes
C0577,PLDNANO_VHH_00974,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0578,PLDNANO_VHH_00975,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0579,PLDNANO_VHH_00978,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0580,PLDNANO_VHH_00979,1,PLAbDab-nano:GenBank,1.000,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0581,PLDNANO_VHH_00980,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0582,PLDNANO_VHH_00983,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0583,PLDNANO_VHH_00984,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0584,PLDNANO_VHH_00987,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0585,PLDNANO_VHH_00989,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0586,PLDNANO_VHH_00990,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0587,PLDNANO_VHH_00991,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0588,PLDNANO_VHH_00992,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0589,PLDNANO_VHH_00994,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0590,PLDNANO_VHH_00995,1,PLAbDab-nano:GenBank,1.000,1.000,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0591,PLDNANO_VHH_00997,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0592,PLDNANO_VHH_00998,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0593,PLDNANO_VHH_00999,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0594,PLDNANO_VHH_01000,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0595,PLDNANO_VHH_01001,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0596,PLDNANO_VHH_01002,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0597,PLDNANO_VHH_01003,1,PLAbDab-nano:GenBank,1.000,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0598,PLDNANO_VHH_01004,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0599,PLDNANO_VHH_01006,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0600,PLDNANO_VHH_01008,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0601,PLDNANO_VHH_01009,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0602,PLDNANO_VHH_01010,1,PLAbDab-nano:GenBank,1.000,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0603,PLDNANO_VHH_01011,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0604,PLDNANO_VHH_01012,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0605,PLDNANO_VHH_01013,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0606,PLDNANO_VHH_01014,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0607,PLDNANO_VHH_01015,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0608,PLDNANO_VHH_01016,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0609,PLDNANO_VHH_01017,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0610,PLDNANO_VHH_01020,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0611,PLDNANO_VHH_01021,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0612,PLDNANO_VHH_01022,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0613,PLDNANO_VHH_01023,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0614,PLDNANO_VHH_01024,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0615,PLDNANO_VHH_01025,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0616,PLDNANO_VHH_01027,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0617,PLDNANO_VHH_01028,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0618,PLDNANO_VHH_01029,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0619,PLDNANO_VHH_01030,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0620,PLDNANO_VHH_01032,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0621,PLDNANO_VHH_01033,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0622,PLDNANO_VHH_01034,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0623,PLDNANO_VHH_01035,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0624,PLDNANO_VHH_01036,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0625,PLDNANO_VHH_01037,12,PLAbDab-nano:GenBank,0.992,0.954,no,not_selected,greedy_sequence_identity_threshold_0.90
C0626,PLDNANO_VHH_01039,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0627,PLDNANO_VHH_01040,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0628,PLDNANO_VHH_01041,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0629,PLDNANO_VHH_01042,4,PLAbDab-nano:GenBank,0.975,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0630,PLDNANO_VHH_01043,5,PLAbDab-nano:GenBank,0.992,0.922,no,not_selected,greedy_sequence_identity_threshold_0.90
C0631,PLDNANO_VHH_01045,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0632,PLDNANO_VHH_01046,2,PLAbDab-nano:GenBank,0.927,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0633,PLDNANO_VHH_01049,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0634,PLDNANO_VHH_01052,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0635,PLDNANO_VHH_01054,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0636,PLDNANO_VHH_01059,2,PLAbDab-nano:GenBank,0.919,0.958,no,not_selected,greedy_sequence_identity_threshold_0.90
C0637,PLDNANO_VHH_01060,1,PLAbDab-nano:GenBank,1.000,0.963,no,not_selected,greedy_sequence_identity_threshold_0.90
C0638,PLDNANO_VHH_01063,2,PLAbDab-nano:GenBank,0.944,0.968,no,not_selected,greedy_sequence_identity_threshold_0.90
C0639,PLDNANO_VHH_01064,1,PLAbDab-nano:GenBank,1.000,0.983,no,not_selected,greedy_sequence_identity_threshold_0.90
C0640,PLDNANO_VHH_01065,1,PLAbDab-nano:GenBank,1.000,0.943,no,not_selected,greedy_sequence_identity_threshold_0.90
C0641,PLDNANO_VHH_01069,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0642,PLDNANO_VHH_01070,5,PLAbDab-nano:GenBank,0.982,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0643,PLDNANO_VHH_01071,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0644,PLDNANO_VHH_01072,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0645,PLDNANO_VHH_01074,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0646,PLDNANO_VHH_01075,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0647,PLDNANO_VHH_01076,1,PLAbDab-nano:GenBank,1.000,0.983,no,not_selected,greedy_sequence_identity_threshold_0.90
C0648,PLDNANO_VHH_01082,18,PLAbDab-nano:GenBank,0.992,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0649,PLDNANO_VHH_01083,3,PLAbDab-nano:GenBank,0.992,0.949,no,not_selected,greedy_sequence_identity_threshold_0.90
C0650,PLDNANO_VHH_01090,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0651,PLDNANO_VHH_01103,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0652,PLDNANO_VHH_01105,2,PLAbDab-nano:GenBank,0.932,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0653,PLDNANO_VHH_01108,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0654,PLDNANO_VHH_01109,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0655,PLDNANO_VHH_01110,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0656,PLDNANO_VHH_01112,3,PLAbDab-nano:GenBank,0.933,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0657,PLDNANO_VHH_01113,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0658,PLDNANO_VHH_01114,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0659,PLDNANO_VHH_01116,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0660,PLDNANO_VHH_01117,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0661,PLDNANO_VHH_01118,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0662,PLDNANO_VHH_01132,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.977,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0663,PLDNANO_VHH_01134,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0664,PLDNANO_VHH_01135,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0665,PLDNANO_VHH_01137,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0666,PLDNANO_VHH_01138,2,PLAbDab-nano:GenBank,0.983,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0667,PLDNANO_VHH_01140,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0668,PLDNANO_VHH_01142,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0669,PLDNANO_VHH_01143,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0670,PLDNANO_VHH_01144,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0671,PLDNANO_VHH_01145,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0672,PLDNANO_VHH_01146,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0673,PLDNANO_VHH_01147,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0674,PLDNANO_VHH_01148,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0675,PLDNANO_VHH_01149,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0676,PLDNANO_VHH_01153,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0677,PLDNANO_VHH_01156,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0678,PLDNANO_VHH_01158,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0679,PLDNANO_VHH_01160,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0680,PLDNANO_VHH_01161,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0681,PLDNANO_VHH_01163,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0682,PLDNANO_VHH_01164,1,PLAbDab-nano:GenBank,1.000,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0683,PLDNANO_VHH_01165,2,PLAbDab-nano:GenBank,0.937,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0684,PLDNANO_VHH_01167,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0685,PLDNANO_VHH_01168,5,PLAbDab-nano:GenBank,0.992,0.962,no,not_selected,greedy_sequence_identity_threshold_0.90
C0686,PLDNANO_VHH_01180,2,PLAbDab-nano:GenBank,0.902,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0687,PLDNANO_VHH_01174,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0688,PLDNANO_VHH_01175,3,PLAbDab-nano:GenBank,0.943,0.936,no,not_selected,greedy_sequence_identity_threshold_0.90
C0689,PLDNANO_VHH_01177,2,PLAbDab-nano:GenBank,0.976,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0690,PLDNANO_VHH_01357,3,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.951,0.949,no,not_selected,greedy_sequence_identity_threshold_0.90
C0691,PLDNANO_VHH_01183,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0692,PLDNANO_VHH_01184,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0693,PLDNANO_VHH_01185,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0694,PLDNANO_VHH_01186,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0695,PLDNANO_VHH_01187,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0696,PLDNANO_VHH_01189,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0697,PLDNANO_VHH_01190,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0698,PLDNANO_VHH_01191,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0699,PLDNANO_VHH_01192,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0700,PLDNANO_VHH_01193,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0701,PLDNANO_VHH_01194,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0702,PLDNANO_VHH_01195,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0703,PLDNANO_VHH_01196,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0704,PLDNANO_VHH_01197,3,PLAbDab-nano:GenBank,0.917,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0705,PLDNANO_VHH_01198,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0706,PLDNANO_VHH_01199,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0707,PLDNANO_VHH_01202,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0708,PLDNANO_VHH_01203,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0709,PLDNANO_VHH_01206,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0710,PLDNANO_VHH_01207,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0711,PLDNANO_VHH_01209,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0712,PLDNANO_VHH_01210,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0713,PLDNANO_VHH_01211,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0714,PLDNANO_VHH_01212,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0715,PLDNANO_VHH_01213,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0716,PLDNANO_VHH_01214,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0717,PLDNANO_VHH_01215,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0718,PLDNANO_VHH_01216,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0719,PLDNANO_VHH_01217,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0720,PLDNANO_VHH_01218,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0721,PLDNANO_VHH_01219,1,PLAbDab-nano:GenBank,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0722,PLDNANO_VHH_01220,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0723,PLDNANO_VHH_01221,1,PLAbDab-nano:SAbDab,1.000,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0724,PLDNANO_VHH_01222,5,PLAbDab-nano:SAbDab,0.992,0.962,no,not_selected,greedy_sequence_identity_threshold_0.90
C0725,PLDNANO_VHH_01223,2,PLAbDab-nano:SAbDab,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0726,PLDNANO_VHH_01228,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0727,PLDNANO_VHH_01229,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0728,PLDNANO_VHH_01230,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0729,PLDNANO_VHH_01231,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0730,PLDNANO_VHH_01232,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0731,PLDNANO_VHH_01235,1,PLAbDab-nano:SAbDab,1.000,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0732,PLDNANO_VHH_01236,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0733,PLDNANO_VHH_01238,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0734,PLDNANO_VHH_01242,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0735,PLDNANO_VHH_01243,1,PLAbDab-nano:SAbDab,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0736,PLDNANO_VHH_01245,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0737,PLDNANO_VHH_01247,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0738,PLDNANO_VHH_01248,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0739,PLDNANO_VHH_01249,1,PLAbDab-nano:SAbDab,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0740,PLDNANO_VHH_01252,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0741,PLDNANO_VHH_01253,1,PLAbDab-nano:SAbDab,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0742,PLDNANO_VHH_01254,1,PLAbDab-nano:SAbDab,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0743,PLDNANO_VHH_01255,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0744,PLDNANO_VHH_01256,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0745,PLDNANO_VHH_01259,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0746,PLDNANO_VHH_01260,2,PLAbDab-nano:SAbDab,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0747,PLDNANO_VHH_01262,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0748,PLDNANO_VHH_01263,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0749,PLDNANO_VHH_01264,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0750,PLDNANO_VHH_01265,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0751,PLDNANO_VHH_01266,1,PLAbDab-nano:SAbDab,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0752,PLDNANO_VHH_01267,1,PLAbDab-nano:SAbDab,1.000,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0753,PLDNANO_VHH_01268,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0754,PLDNANO_VHH_01270,1,PLAbDab-nano:SAbDab,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0755,PLDNANO_VHH_01271,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0756,PLDNANO_VHH_01272,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0757,PLDNANO_VHH_01273,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0758,PLDNANO_VHH_01274,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0759,PLDNANO_VHH_01275,2,PLAbDab-nano:SAbDab,0.953,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0760,PLDNANO_VHH_01277,2,PLAbDab-nano:SAbDab,0.955,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0761,PLDNANO_VHH_01278,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0762,PLDNANO_VHH_01279,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0763,PLDNANO_VHH_01281,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0764,PLDNANO_VHH_01282,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0765,PLDNANO_VHH_01283,1,PLAbDab-nano:SAbDab,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0766,PLDNANO_VHH_01284,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0767,PLDNANO_VHH_01285,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0768,PLDNANO_VHH_01286,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0769,PLDNANO_VHH_01288,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0770,PLDNANO_VHH_01289,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0771,PLDNANO_VHH_01290,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0772,PLDNANO_VHH_01292,1,PLAbDab-nano:SAbDab,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0773,PLDNANO_VHH_01293,1,PLAbDab-nano:SAbDab,1.000,0.990,no,not_selected,greedy_sequence_identity_threshold_0.90
C0774,PLDNANO_VHH_01294,1,PLAbDab-nano:SAbDab,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
