job_id	priority	entity_type	entity_id	control_class	expected_behavior	conformation	seed	sequence_sha256	cdr1_range	cdr2_range	cdr3_range	cdr_residues	monomer_source	monomer_source_kind	monomer_source_chain	receptor_pdb	receptor_chain	ligand_chain	vhh_chain	numbering	cfg_hash	restraint_hash	protocol_core_sha256	protocol_hash	job_hash	job_hash_basis
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_9e6y_s1931_752ffa0fbdc9	59	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	1931	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	752ffa0fbdc9e684b31902db7ad0e42ecacdcf88e8aa0b932a92ea627a500263	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01_9e6y_s3253_23777f05cc6f	60	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	3253	05fa458278ec032bd5d3fe53ca626cc9f410d043f6f4e0018c8c86ab6fe31e63	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	23777f05cc6f190d6690e9ffc23ef6821bb942296df611284411026e9c98d89f	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H1H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_8x6b_s917_e1e278dc542d	61	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	8x6b	917	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	e1e278dc542dcc24f9a2ed250ae9b133bc23b5400378a83faaacdab1761c7b03	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_8x6b_s1931_d56ac788edad	62	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	8x6b	1931	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	d56ac788edade06966f8a019257ec708e478e205306d9409afc8f22c1c60eb16	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_8x6b_s3253_da5cf44533d0	63	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	8x6b	3253	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	da5cf44533d0ab16cb08a7d256128f8541f3b8c1ff1ac3b4e6329e668da83f25	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_9e6y_s917_56d1a53dba1d	64	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	9e6y	917	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	56d1a53dba1d19208c3a8e4bd920b599b17d7f003632875c551371355670a3b4	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_9e6y_s1931_7e055a99875f	65	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	9e6y	1931	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	7e055a99875f91276f750455ba22f283b2a3793f706792648d769bf4d2052f7c	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00_9e6y_s3253_0fb383010560	66	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00		CANDIDATE_UNKNOWN	9e6y	3253	0497caae1b25fa57fed440ce52d7db6403bbd23aebca882f781ec3cdfb50fb35	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	0fb3830105600f420dfeaece9a4a7db44866ae91408fbcdbd445af76d5c85dcd	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B00__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_8x6b_s917_3a9390ae4e60	67	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	917	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	3a9390ae4e601bf8b62b511ef28d4130bee5d1331fc858dbca6e94f9321dc491	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_8x6b_s1931_396dbf35bbb9	68	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	1931	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	396dbf35bbb9ba2386f90f953c2be0b750bcfaa864a154f2b8f3617124696a29	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_8x6b_s3253_54677bf1cf8b	69	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	8x6b	3253	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	54677bf1cf8b39622adf87aa1ac67350a66748353c0309480455e5fff2e717aa	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_9e6y_s917_425a2925e30c	70	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	917	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	425a2925e30c95822e6d90a8cc611d77b1d9cf4035e200e75b527552462a3c45	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_9e6y_s1931_af41dec82eb0	71	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	1931	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	af41dec82eb011c21ba2f1df6f5a7bcacef48b164379b0502f283f83deef1e3a	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00_9e6y_s3253_11a0a73fb672	72	candidate	RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00		CANDIDATE_UNKNOWN	9e6y	3253	e5dec14841a642b4710684c67ab4e7031ff32d5ba51c79ce17e8ca2fbce76f3b	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	11a0a73fb672c3035b46b3dd95eeb64c455ce262b702022d32d55d669fb3bfd3	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__C_CROSS__H3__B04__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
