job_id	entity_id	entity_type	control_class	expected_behavior	conformation	seed	state	attempts	selected_model_count	pose_score_model_count	pose_backed_2x2	representative_model	haddock_score	air_energy	native_class	cross_class	representative_pair_label	model_pair_consensus_fraction	model_native_cross_support_agreement_fraction	model_strict_a_fraction	native_hotspot_overlap	cross_hotspot_overlap	native_holdout_overlap	cross_holdout_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion	native_cdr3_fraction	cross_cdr3_fraction	anomaly_flag	anomaly_reason	job_hash
CANDIDATE_V29_GEN__C0007__85A82EE23D8A9248_9e6y_s917_2a49180dacae	V29_GEN__C0007__85A82EE23D8A9248	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.3323	237.649	B	B	SUPPORTED_AB	0.7	1.0	0.7	13	13	7	7	748	760	93	96	0.124332	0.126316	false		2a49180dacaec3eb60d5739cd0babfcd9672c2062c539afd469b0bf69b8be3b2
CANDIDATE_V29_GEN__C0007__09058164334FAC60_8x6b_s917_89e513eb2c96	V29_GEN__C0007__09058164334FAC60	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-81.41741999999999	139.199	B	B	SUPPORTED_AB	0.7	1.0	0.7	17	17	8	8	488	477	160	158	0.327869	0.331237	false		89e513eb2c96b86fa1f152ffd89a88a38a07e6703926eb988078d41c00fa92b9
CANDIDATE_V29_GEN__C0007__09058164334FAC60_9e6y_s917_6a0d359f90fd	V29_GEN__C0007__09058164334FAC60	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.337	200.417	B	B	SUPPORTED_AB	0.6	1.0	0.6	19	19	9	9	468	479	172	172	0.367521	0.359081	false		6a0d359f90fd3e033875f0e1adb03d66e824c60099ea25e57aa026f12f0886b6
CANDIDATE_V29_GEN__C0007__ADE53203440340B1_8x6b_s917_6a89746e78e6	V29_GEN__C0007__ADE53203440340B1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-82.51209999999999	222.643	A	A	STRICT_A	0.8	1.0	0.8	16	16	7	7	653	629	165	162	0.25268	0.257552	false		6a89746e78e65dce51f2a90d1845c91a0a05470a8494205f72897201a17d69c6
CANDIDATE_V29_GEN__C0007__ADE53203440340B1_9e6y_s917_d47c5e08908b	V29_GEN__C0007__ADE53203440340B1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.79159999999999	246.242	A	A	STRICT_A	0.7	1.0	0.7	14	14	6	6	667	700	180	179	0.269865	0.255714	false		d47c5e08908b0a92d2df33a5642973b948cd325e1a4b5d87cd21f80ca8a5a9a6
CANDIDATE_V29_GEN__C0007__1917931156667FD6_8x6b_s917_ea1a92472576	V29_GEN__C0007__1917931156667FD6	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.4542	195.089	B	B	SUPPORTED_AB	0.6	1.0	0.6	14	14	7	7	486	484	154	156	0.316872	0.322314	false		ea1a9247257604bdc87634afb23e80dd50e3d28f2cb54eb0ad5e40a70cbcab89
CANDIDATE_V29_GEN__C0007__1917931156667FD6_9e6y_s917_4eb565312d4c	V29_GEN__C0007__1917931156667FD6	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-65.7604	237.644	B	B	SUPPORTED_AB	0.5	1.0	0.5	19	19	10	10	322	351	142	156	0.440994	0.444444	false		4eb565312d4c64915529dd354b4cc15ecd0af6ab4ccb6f5de5f3ee15b8eba25a
CANDIDATE_V29_GEN__C0001__03E4B7FF010EA856_8x6b_s917_402e04c77cdf	V29_GEN__C0001__03E4B7FF010EA856	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-78.72161000000001	154.224	B	B	SUPPORTED_AB	0.6	1.0	0.1	18	18	9	9	530	514	74	72	0.139623	0.140078	false		402e04c77cdf63172bb6310ec922ecfe214bf2236b7e7ea735d99e1166013be9
CANDIDATE_V29_GEN__C0001__03E4B7FF010EA856_9e6y_s917_c8e74b9b895c	V29_GEN__C0001__03E4B7FF010EA856	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.49167	156.228	B	B	SUPPORTED_AB	1.0	1.0	0.0	18	18	9	9	550	554	79	81	0.143636	0.146209	false		c8e74b9b895caaa9dc4cc538c91d2bb2a0b1a18eec3350642e50bf28abab02da
CANDIDATE_V29_GEN__C0001__CE2DF0E8C78AC8AB_8x6b_s917_9448e851b9f7	V29_GEN__C0001__CE2DF0E8C78AC8AB	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.71246	218.54	A	A	STRICT_A	0.5	1.0	0.5	16	16	7	7	560	567	112	123	0.2	0.216931	false		9448e851b9f72479e03eacd21330b4ca5a33be7b5fd20385619b54a0d3b50aa5
CANDIDATE_V29_GEN__C0001__CE2DF0E8C78AC8AB_9e6y_s917_34e570da720a	V29_GEN__C0001__CE2DF0E8C78AC8AB	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.002759999999995	224.813	B	B	SUPPORTED_AB	0.6	1.0	0.3	15	15	6	6	749	746	81	92	0.108144	0.123324	false		34e570da720abab97b9ce3a71549689ee0fc4af544b6b17b68bf7c855194ae55
CANDIDATE_V29_GEN__C0001__0A9A9D35965C06E9_8x6b_s917_457183f2eafb	V29_GEN__C0001__0A9A9D35965C06E9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.62978	215.57	A	A	STRICT_A	0.6	1.0	0.3	16	16	8	8	628	618	107	105	0.170382	0.169903	false		457183f2eafbca97ff1e4f2ebb5ed21c626d69305e3be46775fff6311ebe121a
CANDIDATE_V29_GEN__C0001__0A9A9D35965C06E9_9e6y_s917_88354298edef	V29_GEN__C0001__0A9A9D35965C06E9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.87892000000001	164.421	A	A	STRICT_A	0.4	0.9	0.3	17	17	7	7	617	589	109	100	0.176661	0.169779	false		88354298edef33d7f9655067ebb756a0ca48ef1fba54ed28d724d953f0c4f9bb
CANDIDATE_V29_GEN__C0001__0EE1B4F5C0BB2616_8x6b_s917_6a24621593e8	V29_GEN__C0001__0EE1B4F5C0BB2616	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-101.29029999999999	267.496	A	A	STRICT_A	0.7	1.0	0.7	17	17	7	7	614	622	112	111	0.18241	0.178457	false		6a24621593e860916e8f9520f0e6990faf17c8774509d6a16a9fc31b6a61b33b
CANDIDATE_V29_GEN__C0001__0EE1B4F5C0BB2616_9e6y_s917_a3d03ba3ad06	V29_GEN__C0001__0EE1B4F5C0BB2616	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-97.03092000000001	212.026	A	A	STRICT_A	0.7	1.0	0.3	17	17	7	7	633	628	107	105	0.169036	0.167197	false		a3d03ba3ad0666c2b22ac390b63cb5ce0fe0a2fe0b33bb284874f7793f904398
CANDIDATE_V29_GEN__C0001__6509871A079E785F_8x6b_s917_60a529a3493a	V29_GEN__C0001__6509871A079E785F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-106.39296	193.317	A	A	STRICT_A	0.6	1.0	0.4	15	15	7	7	640	645	114	113	0.178125	0.175194	false		60a529a3493a6d19ede07a44b6e35930778ee869211638d12a04f169e7f7aa01
CANDIDATE_V29_GEN__C0001__6509871A079E785F_9e6y_s917_b5f1e0946a13	V29_GEN__C0001__6509871A079E785F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-105.91878	190.652	A	A	STRICT_A	0.5	0.9	0.4	14	14	6	6	638	640	114	108	0.178683	0.16875	false		b5f1e0946a139adefb75c39640583ab5f8b5de9e6730a3ec7711f43685cab0d3
CANDIDATE_V29_GEN__C0001__BFAFFE2ECB0B30F3_8x6b_s917_3949fb852db1	V29_GEN__C0001__BFAFFE2ECB0B30F3	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-66.91808	305.978	A	A	STRICT_A	0.6	1.0	0.6	16	16	8	8	575	589	106	108	0.184348	0.183362	false		3949fb852db12ac8e167c9fe06abddce362fad14d89651e34e746dbca805287b
CANDIDATE_V29_GEN__C0001__BFAFFE2ECB0B30F3_9e6y_s917_fa10ed50f11e	V29_GEN__C0001__BFAFFE2ECB0B30F3	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.61148	208.19	A	A	STRICT_A	0.7	1.0	0.7	17	17	7	7	703	698	120	117	0.170697	0.167622	false		fa10ed50f11ed61856ec15b408ef6b852ad6c93d3b056232db5737d6e93e2b87
CANDIDATE_V29_GEN__C0001__A15FF71ACACA2D6F_8x6b_s917_2ca0992836e5	V29_GEN__C0001__A15FF71ACACA2D6F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-66.64042	245.159	A	A	STRICT_A	0.8	1.0	0.8	17	17	7	7	687	696	119	114	0.173217	0.163793	false		2ca0992836e548510a07850c8351d6a7528dc94bbcb52807fc1296a170c8cc5f
CANDIDATE_V29_GEN__C0001__A15FF71ACACA2D6F_9e6y_s917_7650bf6f3373	V29_GEN__C0001__A15FF71ACACA2D6F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-95.06129999999999	195.609	B	B	SUPPORTED_AB	0.5	1.0	0.5	18	18	9	9	488	483	74	67	0.151639	0.138716	false		7650bf6f3373733c890b1e13d8c85389ffb9899a9c7869fb18f9013b75b4df64
CANDIDATE_V29_GEN__C0001__AD8708728F2CA736_8x6b_s917_5daf6ce1f356	V29_GEN__C0001__AD8708728F2CA736	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-85.3604	124.999	A	A	STRICT_A	0.5	1.0	0.5	14	14	6	6	623	638	121	120	0.194222	0.188088	false		5daf6ce1f3564639dadee180d0feb79f5fa51e1d4b9cc5aed5d60563ae396287
CANDIDATE_V29_GEN__C0001__AD8708728F2CA736_9e6y_s917_f075c53774da	V29_GEN__C0001__AD8708728F2CA736	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-88.9897	131.575	A	A	STRICT_A	0.9	1.0	0.9	14	14	6	6	650	632	124	116	0.190769	0.183544	false		f075c53774da8c7619e804b2e2dc08e0fc65edd5bd4944f4ea57f67ae7ca385e
CANDIDATE_V29_GEN__C0001__7E4437C65FBC2F2D_8x6b_s917_3fff384bc4ce	V29_GEN__C0001__7E4437C65FBC2F2D	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-73.6197	229.146	B	B	SUPPORTED_AB	0.8	1.0	0.2	13	13	5	5	448	450	111	109	0.247768	0.242222	false		3fff384bc4ce2930c264a848a42c610e060cc63832ffdf604cfb05ce828974a0
CANDIDATE_V29_GEN__C0001__7E4437C65FBC2F2D_9e6y_s917_78e6255ac57c	V29_GEN__C0001__7E4437C65FBC2F2D	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-96.7012	167.43	E	E	OTHER	0.8	1.0	0.0	11	11	6	6	728	713	60	62	0.082418	0.086957	false		78e6255ac57cbc7c3aadcdcb62eb55602703203edaee3e1aa9b51b7ea6d13412
CANDIDATE_V29_GEN__C0001__EB87643DDA8F7214_8x6b_s917_d63d976ca200	V29_GEN__C0001__EB87643DDA8F7214	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-89.6354	192.024	B	B	SUPPORTED_AB	0.6	1.0	0.3	16	16	7	7	479	498	69	78	0.14405	0.156627	false		d63d976ca2006b0aff1b5eebd274b44138bb8a51d18a42447bb9d0bfc940099d
CANDIDATE_V29_GEN__C0001__EB87643DDA8F7214_9e6y_s917_1e1b45c520b4	V29_GEN__C0001__EB87643DDA8F7214	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-68.0117	279.508	B	B	SUPPORTED_AB	0.8	1.0	0.2	18	18	8	8	505	502	67	65	0.132673	0.129482	false		1e1b45c520b491c91f81f1dd18c0f4545a4bc0ea8cc38e8f11aa35a9a9aabd58
CANDIDATE_V29_GEN__C0001__879477DEE48923C9_8x6b_s917_ff4b3d206211	V29_GEN__C0001__879477DEE48923C9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-77.3218	324.764	B	B	SUPPORTED_AB	0.6	1.0	0.1	12	12	6	6	481	503	88	98	0.182952	0.194831	false		ff4b3d206211a8b38c83b22b7caf36e146a047e80995c92c860bd96301c0ec09
CANDIDATE_V29_GEN__C0001__879477DEE48923C9_9e6y_s917_86758d304078	V29_GEN__C0001__879477DEE48923C9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-83.11166	215.874	B	B	SUPPORTED_AB	0.7	1.0	0.3	16	16	8	8	593	596	80	77	0.134907	0.129195	false		86758d304078533f118f0e62503dbca8f70d736b77b4237acd3ca25c6cdd0e4d
CANDIDATE_V29_GEN__C0001__B30F31F6F2E92545_8x6b_s917_fb2b90d86e4d	V29_GEN__C0001__B30F31F6F2E92545	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-80.34003000000001	98.8205	B	B	SUPPORTED_AB	0.5	0.9	0.2	15	15	7	7	663	657	86	70	0.129713	0.106545	false		fb2b90d86e4dcc5e7e732a6d368522e0385bb50097426ca5eb3ff2fa5337437c
CANDIDATE_V29_GEN__C0001__B30F31F6F2E92545_9e6y_s917_9ee5d08474e2	V29_GEN__C0001__B30F31F6F2E92545	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.1548	196.871	E	E	OTHER	0.4	0.9	0.3	15	15	7	7	765	777	56	75	0.073203	0.096525	false		9ee5d08474e21b071794ea77dc670c138af32ea7dcba8066bca12c9f9e9c8a9c
CANDIDATE_V29_GEN__C0001__2DEDC0586C29BD28_8x6b_s917_f97d7212185d	V29_GEN__C0001__2DEDC0586C29BD28	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-84.83142	171.708	A	A	STRICT_A	0.6	1.0	0.6	19	19	9	9	643	651	119	120	0.18507	0.184332	false		f97d7212185d0f0eb5f0b393819c496f0b1890f33b0a6616f0923ca44560742e
CANDIDATE_V29_GEN__C0001__2DEDC0586C29BD28_9e6y_s917_5175a7c76dbd	V29_GEN__C0001__2DEDC0586C29BD28	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-76.20958	243.81	A	A	STRICT_A	0.6	1.0	0.6	17	17	7	7	669	670	116	117	0.173393	0.174627	false		5175a7c76dbdb34704ce3757680786ec11bc1acb4fe463401afafbe30125a5fd
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B07__M02_8x6b_s917_6c9d97c7447d	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B07__M02	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		6c9d97c7447d3bc811c96d90458c1baad72351743696f4e27ec2bd17b91ce8d5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B07__M02_9e6y_s917_7ed3bc1b9587	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B07__M02	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		7ed3bc1b958737442aed0ec44f04d76e6402041ef242be18e6427362cdf4871c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B00__M01_8x6b_s917_39375c09deda	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B00__M01	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		39375c09dedac98da016c7d1cd6623438172907ea520889d610f993c2cd530f0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B00__M01_9e6y_s917_18dafdda3c5e	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B00__M01	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		18dafdda3c5ebe14f6cc5946e38064165439ea7b24be37dcaa0d68f10cb4b84c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B05__M02_8x6b_s917_fbb2e2721fbb	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B05__M02	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		fbb2e2721fbb5d5c4f4549da74cb3ccc583ce317342b52bf1224a1f99ebb36a4
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B05__M02_9e6y_s917_5e6063c1b0ab	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B05__M02	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		5e6063c1b0ab6973f4b9f25e30ebeba61351d8e504cff252233f2bd3ec2abedb
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M01_8x6b_s917_e4182db590ee	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M01	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		e4182db590ee0948af9251436f08f056e08639199d490f3ea9eca0588f164b02
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M01_9e6y_s917_3abb15443a7f	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B11__M01	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		3abb15443a7f3ae9f13a6f95ec6acd7c4409ce0a846d7d8d7f306498cdb280ca
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M01_8x6b_s917_b710f324fa7b	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M01	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		b710f324fa7be2bb8588be34e26bb8b21e723dcd1081c5c86c48fc1c8e139024
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M01_9e6y_s917_87dd1f079804	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M01	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		87dd1f0798048bfef9a0099abf9b2b265bbc8de49b981418d356f4e24376f258
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B09__M00_8x6b_s917_bc9bd0c87ba1	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B09__M00	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		bc9bd0c87ba178ec75c8a48323bfe8bc4f8f273fcc3620398eaf4aaffcf72280
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B09__M00_9e6y_s917_190dc6b844bd	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B09__M00	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		190dc6b844bd534fe30e93efdfaac9235fd1a2c00fc527f8cf0667ab527108e6
CANDIDATE_V29_GEN__C0119__B08C072EAB5F9048_8x6b_s917_b7d1bba1c963	V29_GEN__C0119__B08C072EAB5F9048	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		b7d1bba1c963d33309e87cd659af9f8dca73438bffeaff34e4bd68cb4c6e4b1a
CANDIDATE_V29_GEN__C0119__B08C072EAB5F9048_9e6y_s917_423b5e89f442	V29_GEN__C0119__B08C072EAB5F9048	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		423b5e89f442898da893c62f118daef2f7daf10bc53d5a1c6b5ccc37ae402105
CANDIDATE_V29_GEN__C0119__4F3BB34A4CB5C6AE_8x6b_s917_4c654454a235	V29_GEN__C0119__4F3BB34A4CB5C6AE	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		4c654454a235afb41e8288988c321d35537f40ae28191c3ef305eaf1880f7939
CANDIDATE_V29_GEN__C0119__4F3BB34A4CB5C6AE_9e6y_s917_515b2919a4b0	V29_GEN__C0119__4F3BB34A4CB5C6AE	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		515b2919a4b081e18f2a4097b10e8bb2bdd7f4ea722683e2c0f8db770a4983ba
CANDIDATE_V29_GEN__C0119__76B4FA0B3C708A1D_8x6b_s917_80758d5053b5	V29_GEN__C0119__76B4FA0B3C708A1D	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		80758d5053b5e1c9d9baca0828037647e1b9637f09419c8a9e0a7a0ce144ae64
CANDIDATE_V29_GEN__C0119__76B4FA0B3C708A1D_9e6y_s917_838012ad8b0b	V29_GEN__C0119__76B4FA0B3C708A1D	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		838012ad8b0ba5c57471ad0798fbafddeb9d4e919c1db0d823b1aec4fe9fbc72
CANDIDATE_V29_GEN__C0119__AC86D1F7B8A9CAD4_8x6b_s917_4014383853bb	V29_GEN__C0119__AC86D1F7B8A9CAD4	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		4014383853bbe396720bdce826898e13649c71d62c44ca9f4ae652cd303ee877
CANDIDATE_V29_GEN__C0119__AC86D1F7B8A9CAD4_9e6y_s917_2b2dc554363a	V29_GEN__C0119__AC86D1F7B8A9CAD4	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		2b2dc554363a27f9c601368febb49a14a596e24aca1f24d95856044f2f36e612
CANDIDATE_V29_GEN__C0119__35CDCC7A448AD95E_8x6b_s917_d74156b09458	V29_GEN__C0119__35CDCC7A448AD95E	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		d74156b09458577c352bee2b5e524c2cf07f37222152f5351257aed37ed86853
CANDIDATE_V29_GEN__C0119__35CDCC7A448AD95E_9e6y_s917_12afdd48dc86	V29_GEN__C0119__35CDCC7A448AD95E	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		12afdd48dc862bc6e9b468ef4a2e05ac016f153cf82bdf79e8e37b2a654a8a7d
CANDIDATE_V29_GEN__C0119__74695F9B5FECD2F8_8x6b_s917_3c074571ec87	V29_GEN__C0119__74695F9B5FECD2F8	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		3c074571ec87209a7daacdda2d367a5c5846a0d71de5432fccbe6eb4a91204bb
CANDIDATE_V29_GEN__C0119__74695F9B5FECD2F8_9e6y_s917_1e5a03190958	V29_GEN__C0119__74695F9B5FECD2F8	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		1e5a0319095899dca9f0f5cb961b7683bf1e251a1c0e79b3c3e327be948be1f1
CANDIDATE_V29_GEN__C0119__5B3B1EFD9768C580_8x6b_s917_60df1cf4fcca	V29_GEN__C0119__5B3B1EFD9768C580	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		60df1cf4fcca62767accba34f10deee3b6ded1d2f9ac58a1fd2cffc8a75b0517
CANDIDATE_V29_GEN__C0119__5B3B1EFD9768C580_9e6y_s917_a68cefe662c3	V29_GEN__C0119__5B3B1EFD9768C580	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		a68cefe662c31713177b006a081775e4b562892f9eb61efd15d7706c79fa41e1
CANDIDATE_V29_GEN__C0119__CED25BC7B222074B_8x6b_s917_1ebde62ed279	V29_GEN__C0119__CED25BC7B222074B	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		1ebde62ed2791f65defa0c357e64247bcbb9d3c7f85bf679bf3f4136005a3103
CANDIDATE_V29_GEN__C0119__CED25BC7B222074B_9e6y_s917_ce0d12b0b6c7	V29_GEN__C0119__CED25BC7B222074B	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		ce0d12b0b6c79e97dc6db17953bdf62d5d64ef4a87bd899c84744257fa5e5d45
CANDIDATE_V29_GEN__C0119__139AF67382620D77_8x6b_s917_7ffb8d562ce1	V29_GEN__C0119__139AF67382620D77	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		7ffb8d562ce11001fc5269d2fab27afe91f568ea74a2d39abf5234eb7f9233bf
CANDIDATE_V29_GEN__C0119__139AF67382620D77_9e6y_s917_960d803d96a6	V29_GEN__C0119__139AF67382620D77	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		960d803d96a61aa023ce9798d8add5ec918cb1714576468b0ee560cb7cfd33af
CANDIDATE_V29_GEN__C0119__A462916EDF6FD03B_8x6b_s917_1efbebc265d5	V29_GEN__C0119__A462916EDF6FD03B	candidate		CANDIDATE_UNKNOWN	8x6b	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		1efbebc265d5e9536cd111a54f288bf5ad8e6daabd3083ef751748e4a9007257
CANDIDATE_V29_GEN__C0119__A462916EDF6FD03B_9e6y_s917_74031c1888c9	V29_GEN__C0119__A462916EDF6FD03B	candidate		CANDIDATE_UNKNOWN	9e6y	917	PENDING	0	0	0	false							0.0	0.0	0.0											false		74031c1888c9cefca4eec3a554236736e945a3d606f2ff4871beea6bb9112245
