entity_id	seed	8x6b_job_id	8x6b_job_hash	8x6b_state	8x6b_native_class	8x6b_cross_class	8x6b_pair_label	8x6b_pair_support_ordinal	8x6b_haddock_score	8x6b_selected_model_count	8x6b_pose_score_model_count	8x6b_model_pair_consensus_fraction	8x6b_model_native_cross_support_agreement_fraction	8x6b_error	9e6y_job_id	9e6y_job_hash	9e6y_state	9e6y_native_class	9e6y_cross_class	9e6y_pair_label	9e6y_pair_support_ordinal	9e6y_haddock_score	9e6y_selected_model_count	9e6y_pose_score_model_count	9e6y_model_pair_consensus_fraction	9e6y_model_native_cross_support_agreement_fraction	9e6y_error	dual_state	dual_exact_min_pair_label	dual_exact_min_pair_support_ordinal	technical_failure_reason
V29_GEN__C0411__E4D9640DEB83BC2C	917	CANDIDATE_V29_GEN__C0411__E4D9640DEB83BC2C_8x6b_s917_9359d0fac00f	9359d0fac00f97388c99e261db7083cf8674b50987dc3b1b162e6cf6e85e9e07	SUCCESS	B	B	SUPPORTED_AB	1	-75.47449999999999	10	10	0.7	0.9		CANDIDATE_V29_GEN__C0411__E4D9640DEB83BC2C_9e6y_s917_6a4d0768cc4c	6a4d0768cc4c3aa6598c08225211fdd23fa5feb4a3d679c659f469d75f684022	SUCCESS	B	B	SUPPORTED_AB	1	-84.1965	10	10	0.7	0.8		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0411__E9DDF5C8FBB58A9B	917	CANDIDATE_V29_GEN__C0411__E9DDF5C8FBB58A9B_8x6b_s917_5c3c6605c8fe	5c3c6605c8fe8390a5feff0473222497439a3aca0d4478e21aa9a421c261b121	SUCCESS	B	B	SUPPORTED_AB	1	-87.82149999999999	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0411__E9DDF5C8FBB58A9B_9e6y_s917_ccb0c450260a	ccb0c450260a1727d3e521d3e5a5d06eb0b4a8fd05f14124e8c3c9f58674c17b	SUCCESS	B	B	SUPPORTED_AB	1	-80.0719	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__02956E519B2B91BC	917	CANDIDATE_V29_GEN__C0418__02956E519B2B91BC_8x6b_s917_c460f616a603	c460f616a60318ced23ff8d26325c55f5c519d343d89a18cba13c28ac3919a1d	SUCCESS	A	A	STRICT_A	2	-64.56823	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0418__02956E519B2B91BC_9e6y_s917_49a76550c310	49a76550c310d635ce076bfca70bebc14d8e0ab585378604363972efee63c154	SUCCESS	A	A	STRICT_A	2	-58.46636999999999	10	10	0.4	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0418__069CF57106C4A9A5	917	CANDIDATE_V29_GEN__C0418__069CF57106C4A9A5_8x6b_s917_9e51ca961426	9e51ca961426fcaf245b54276b88feef27902034b4ec5b0a263d235d11273e1d	SUCCESS	E	E	OTHER	0	-63.294679999999985	10	10	0.7	0.9		CANDIDATE_V29_GEN__C0418__069CF57106C4A9A5_9e6y_s917_5e462c61250c	5e462c61250c2ef202a3f611f1ece529bc1e7029442c5eaa8e85348a94796895	SUCCESS	E	E	OTHER	0	-67.69035000000001	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0418__0B5329A9B45B3FBF	917	CANDIDATE_V29_GEN__C0418__0B5329A9B45B3FBF_8x6b_s917_1bbdb34a0fec	1bbdb34a0fec87fe1a50f444eff2e28d50f5f9bea3ce5cb28ba563d9ce48c4e0	SUCCESS	A	A	STRICT_A	2	-65.40946000000001	10	10	0.5	0.9		CANDIDATE_V29_GEN__C0418__0B5329A9B45B3FBF_9e6y_s917_368d10cdc76c	368d10cdc76c0703a01cb69338336a53e2463b3e182a902b818bbd2c45752046	SUCCESS	B	B	SUPPORTED_AB	1	-48.0556	10	10	0.5	0.8		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__12A11B3BFF09A98F	917	CANDIDATE_V29_GEN__C0418__12A11B3BFF09A98F_8x6b_s917_821c849735b0	821c849735b0892371e82353ea6e1c09700613046dce70d2753482c23a223168	SUCCESS	B	B	SUPPORTED_AB	1	-76.67722	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0418__12A11B3BFF09A98F_9e6y_s917_8045dec7158a	8045dec7158a22ed970419df06fe09ed80300947d6a7ad1b72c861b7545f8532	SUCCESS	B	B	SUPPORTED_AB	1	-67.63683999999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__22C3DE07337BA034	917	CANDIDATE_V29_GEN__C0418__22C3DE07337BA034_8x6b_s917_a7f91bd94da8	a7f91bd94da848c6a5558ea82422ba0f3aba20fcc2cf0468910df76f1b9d7cb0	SUCCESS	A	B	SUPPORTED_AB	1	-57.8564	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0418__22C3DE07337BA034_9e6y_s917_8af1124992c4	8af1124992c491ede714954fe262b73114cc1d4b59dcb85a8b89c168f679f829	SUCCESS	B	B	SUPPORTED_AB	1	-59.124080000000006	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__3DA6D0A9C0441E23	917	CANDIDATE_V29_GEN__C0418__3DA6D0A9C0441E23_8x6b_s917_b56c4d08f38d	b56c4d08f38d0925cc0e5ca9c255ac821bc4df6b92dbb0a0aaeb604abe71db25	SUCCESS	B	B	SUPPORTED_AB	1	-80.0745	10	10	0.4	1.0		CANDIDATE_V29_GEN__C0418__3DA6D0A9C0441E23_9e6y_s917_2d89bf684a87	2d89bf684a87c469f8eb2508461bc57113ee3e72045436c7496b75759668c92f	SUCCESS	B	B	SUPPORTED_AB	1	-65.07556	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__8F99A32AE597DBD1	917	CANDIDATE_V29_GEN__C0418__8F99A32AE597DBD1_8x6b_s917_313b85893324	313b8589332473f7dd3ef84de0a03aede76dd7b33139ba32b65388235eb355a2	SUCCESS	A	A	STRICT_A	2	-46.86126999999999	10	10	0.5	0.9		CANDIDATE_V29_GEN__C0418__8F99A32AE597DBD1_9e6y_s917_7d571eb15f37	7d571eb15f375df8bec440013ee20ffdb8da5b175cefd949ed920835578f5f2f	SUCCESS	B	B	SUPPORTED_AB	1	-49.322860000000006	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__990D58A8631DB9EF	917	CANDIDATE_V29_GEN__C0418__990D58A8631DB9EF_8x6b_s917_71e33eb66bcd	71e33eb66bcd946de4d86a15a94170904dcc4c81c6a8f2cd4344b1b55987a72a	SUCCESS	E	E	OTHER	0	-77.6387	10	10	0.6	0.9		CANDIDATE_V29_GEN__C0418__990D58A8631DB9EF_9e6y_s917_54be8b984f9b	54be8b984f9bb714f612682acfad0cee950f3f53a2bea6b4a3e7303b4f470e04	SUCCESS	B	B	SUPPORTED_AB	1	-93.63220000000001	10	10	0.7	0.9		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0418__B834308CB411BBA1	917	CANDIDATE_V29_GEN__C0418__B834308CB411BBA1_8x6b_s917_8f0c5bc7fd0c	8f0c5bc7fd0cb3f8314120a21113fe69577a9ecdc0f8b41a794d38dc607fa26e	SUCCESS	A	A	STRICT_A	2	-69.7844	10	10	0.6	0.9		CANDIDATE_V29_GEN__C0418__B834308CB411BBA1_9e6y_s917_a2a8c6a48128	a2a8c6a48128a4349d779c974f766a8ecd6d5b49efc100b20abf83e412c4a98b	SUCCESS	A	A	STRICT_A	2	-60.899640000000005	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0418__DC3BC84CE837BBF7	917	CANDIDATE_V29_GEN__C0418__DC3BC84CE837BBF7_8x6b_s917_4db32599275a	4db32599275aeb3607105cd9689e6222cf12785920b42611eebf4e958cf73c07	SUCCESS	E	E	OTHER	0	-49.361879999999985	10	10	0.5	0.9		CANDIDATE_V29_GEN__C0418__DC3BC84CE837BBF7_9e6y_s917_3dc9a5b4cf92	3dc9a5b4cf926330ee873c047eca54959a21579b4ace1ee7afd2512fc790149b	SUCCESS	E	E	OTHER	0	-46.91559000000001	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0418__DC4B12996EFD5EC2	917	CANDIDATE_V29_GEN__C0418__DC4B12996EFD5EC2_8x6b_s917_9af24e1e0dcd	9af24e1e0dcdbe1957a5e005a206796c2341bbf52920aa1028c1163ed1dc7d4f	SUCCESS	B	A	SUPPORTED_AB	1	-87.53544	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0418__DC4B12996EFD5EC2_9e6y_s917_2ec0c1b3f94d	2ec0c1b3f94dc4852a0ae6198f616417a8f287a8b9550aa3b595fd0793d2c249	SUCCESS	A	A	STRICT_A	2	-99.6761	10	10	0.4	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0418__E2E638614BE29D71	917	CANDIDATE_V29_GEN__C0418__E2E638614BE29D71_8x6b_s917_57551e23309e	57551e23309e9e0f903bae29999812677a05815c271a2bede02482f8eaa8fca5	SUCCESS	A	A	STRICT_A	2	-51.23998	10	10	0.4	0.9		CANDIDATE_V29_GEN__C0418__E2E638614BE29D71_9e6y_s917_5b2ca789bf42	5b2ca789bf42d4859f85b1b6b7ec214fda63d5c57790850fe671daf05a22aaa1	SUCCESS	E	B	OTHER	0	-87.3703	10	10	0.4	0.7		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0418__F13954D1A358F6A0	917	CANDIDATE_V29_GEN__C0418__F13954D1A358F6A0_8x6b_s917_8d35ab00fe3a	8d35ab00fe3a0f56c7312ffaa592b2eba77dd4f41d82d0976b97febbc0de819d	SUCCESS	E	E	OTHER	0	-57.1623	10	10	0.6	0.9		CANDIDATE_V29_GEN__C0418__F13954D1A358F6A0_9e6y_s917_63ed41631f38	63ed41631f3843aeb243f391cda77e29641b2a8641ccec722fd770af2ee18b50	SUCCESS	B	B	SUPPORTED_AB	1	-41.758120000000005	10	10	0.8	0.9		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0448__1C655E2CEE8E0691	917	CANDIDATE_V29_GEN__C0448__1C655E2CEE8E0691_8x6b_s917_7bb508de12ba	7bb508de12bada6304c0e9a77f6e374e36cdaf3c88be6ebf863707b142b60334	SUCCESS	A	A	STRICT_A	2	-82.89469	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0448__1C655E2CEE8E0691_9e6y_s917_44d72eac6352	44d72eac63522b4a4831ddf4c688807713badc9680159124db593c2451b1518b	SUCCESS	A	A	STRICT_A	2	-70.5505	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0448__302C40AB55A43A1A	917	CANDIDATE_V29_GEN__C0448__302C40AB55A43A1A_8x6b_s917_1a35dec1650d	1a35dec1650ddcf4cab55c80b70e998133f468e657ae1a11584c938953057d1c	SUCCESS	A	A	STRICT_A	2	-61.572739999999996	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0448__302C40AB55A43A1A_9e6y_s917_b8422815dc75	b8422815dc751f4f86312d4f80fa6eafd1424a9ce1b569fb07bcb1ac205cef36	SUCCESS	B	B	SUPPORTED_AB	1	-86.88980000000001	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0448__457976FEF54DF0E6	917	CANDIDATE_V29_GEN__C0448__457976FEF54DF0E6_8x6b_s917_5604c1d83c42	5604c1d83c427eb20c8833ecb46197e0457cd9cfb20f442cb84e1d9a55b1987e	SUCCESS	B	B	SUPPORTED_AB	1	-65.38461000000001	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0448__457976FEF54DF0E6_9e6y_s917_2f593dd6f569	2f593dd6f569dd9a76cbb3e43e893845c32f2ca6f07d1fb459d144fcb3a5236c	SUCCESS	B	B	SUPPORTED_AB	1	-77.76494	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0448__8D92E6E5B56A2AEC	917	CANDIDATE_V29_GEN__C0448__8D92E6E5B56A2AEC_8x6b_s917_5bae8f636f0c	5bae8f636f0caf6ae46823ddf64dd686832b5b5a07eeef4964303774dd568f4c	SUCCESS	B	B	SUPPORTED_AB	1	-71.70430999999999	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0448__8D92E6E5B56A2AEC_9e6y_s917_5bf6c9bcd512	5bf6c9bcd512ea8c09586c9d539aab1c4de638ce6e795fa5f6d2d5f822d34284	SUCCESS	B	B	SUPPORTED_AB	1	-66.75200000000001	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0448__A05E1FFE99F642E2	917	CANDIDATE_V29_GEN__C0448__A05E1FFE99F642E2_8x6b_s917_f1a03bc45a86	f1a03bc45a862c8ba64cc132928a5bf81ab343124d0fb2330db1737f4afa3766	SUCCESS	E	E	OTHER	0	-66.55179999999999	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0448__A05E1FFE99F642E2_9e6y_s917_121b70e6037c	121b70e6037cb8d8c4784712bdd390dcfcd6f7e5c7800a275ab8695b6144e89d	SUCCESS	B	E	OTHER	0	-69.3002	10	10	0.5	0.8		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0448__A953DAA5731B75F0	917	CANDIDATE_V29_GEN__C0448__A953DAA5731B75F0_8x6b_s917_e34c90c310d2	e34c90c310d26d1de345e519ac1ebae2aec0dda5e88855c584725709a2f3ba94	SUCCESS	B	B	SUPPORTED_AB	1	-72.83460000000001	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0448__A953DAA5731B75F0_9e6y_s917_250cfd76b51c	250cfd76b51ccb139dcaa20fc55f5aef2d765a43fcc9f6b2d92413d525b53e0e	SUCCESS	B	B	SUPPORTED_AB	1	-61.76442	10	10	0.5	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0448__B4C986147FC00BD2	917	CANDIDATE_V29_GEN__C0448__B4C986147FC00BD2_8x6b_s917_c901bbaef9fe	c901bbaef9febbfc4c3b6ed8de54fc9146dff19af0ed4846559f3fcacce4d82a	SUCCESS	B	B	SUPPORTED_AB	1	-60.245000000000005	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0448__B4C986147FC00BD2_9e6y_s917_5c02b59124ac	5c02b59124ac034e7b0e41b2da1882f1fdaed8769717da6430efb534bc1ce436	SUCCESS	B	B	SUPPORTED_AB	1	-80.36560000000001	10	10	0.6	0.8		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0448__E3163F6A86592E0C	917	CANDIDATE_V29_GEN__C0448__E3163F6A86592E0C_8x6b_s917_194255690377	19425569037736bf5a3d3f51d77a75c6eb127bb5db41e375af179afdabd86eb5	SUCCESS	A	A	STRICT_A	2	-71.47783999999999	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0448__E3163F6A86592E0C_9e6y_s917_6a6c6453fd5b	6a6c6453fd5ba31e543bc48e08fc86046ac6fa961007884a71e6da54dada99d1	SUCCESS	A	A	STRICT_A	2	-69.43588	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0448__E58A46834BB5847A	917	CANDIDATE_V29_GEN__C0448__E58A46834BB5847A_8x6b_s917_0cc2e5fc1229	0cc2e5fc12297aac74dc69037283cfb0553489a63108e4b99b3bcefa59dbc206	SUCCESS	A	A	STRICT_A	2	-73.11760000000001	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0448__E58A46834BB5847A_9e6y_s917_284104575129	284104575129fd85a319a9a617b9f4b53a171e0d9efcde45068a16737c5e6a92	SUCCESS	B	B	SUPPORTED_AB	1	-75.27769999999998	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__3041B1EF459D3DC9	917	CANDIDATE_V29_GEN__C0474__3041B1EF459D3DC9_8x6b_s917_d83e4979c559	d83e4979c55947ae4b6adbf15a70ed210b1048c9d23e00d21f50ec8a638cd00e	SUCCESS	B	B	SUPPORTED_AB	1	-70.45136999999998	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0474__3041B1EF459D3DC9_9e6y_s917_feda7c37fc18	feda7c37fc18751906c88a03bd1e3a257b15023a572ab254a8a8279aab8f9bf1	SUCCESS	A	A	STRICT_A	2	-70.266	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__4C8976E6789F8960	917	CANDIDATE_V29_GEN__C0474__4C8976E6789F8960_8x6b_s917_94f7f8464e68	94f7f8464e68864acca4e3157ba14ff0d1a364a52c9e9c0c4edae2ffe0544677	SUCCESS	A	A	STRICT_A	2	-74.8814	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0474__4C8976E6789F8960_9e6y_s917_51a1856772c5	51a1856772c5b5e748dad606ebb888fc6dc8f73da8782412b9ed60e051a8a612	SUCCESS	B	B	SUPPORTED_AB	1	-56.204240000000006	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__53AA8BF6B8CC5B62	917	CANDIDATE_V29_GEN__C0474__53AA8BF6B8CC5B62_8x6b_s917_1233144f789b	1233144f789bcf8f5886dd465185b6f754925636663017a17c508f5ff7e83319	SUCCESS	A	A	STRICT_A	2	-95.5874	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0474__53AA8BF6B8CC5B62_9e6y_s917_a182e3ab2723	a182e3ab27236aea16665f614c590248bdb287396ef9ce2f9f17aaf4432562e3	SUCCESS	A	A	STRICT_A	2	-106.1894	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__58101C8A5DAFA025	917	CANDIDATE_V29_GEN__C0474__58101C8A5DAFA025_8x6b_s917_a5c65d3a6281	a5c65d3a628196b16e9f7670d21ab6e8858f7eaddaead30759e76c6b867f68c0	SUCCESS	B	B	SUPPORTED_AB	1	-76.56387000000001	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0474__58101C8A5DAFA025_9e6y_s917_297abdd89f34	297abdd89f34005e1262a046c589cd96ee97013655e7172bbdd75948fc9cd7d7	SUCCESS	B	B	SUPPORTED_AB	1	-71.02740000000001	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__587E1E98BC87C82C	917	CANDIDATE_V29_GEN__C0474__587E1E98BC87C82C_8x6b_s917_78aa1be4c715	78aa1be4c715cafc4386b73ccf3341a5257b39acdcdf6b0b636194f030bcaf8d	SUCCESS	B	B	SUPPORTED_AB	1	-72.77701	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0474__587E1E98BC87C82C_9e6y_s917_2fbc610bea82	2fbc610bea823c81c1f74a8e0538af3303088610b01b37ebad6abfb78ecd8bf9	SUCCESS	B	B	SUPPORTED_AB	1	-59.68445199999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__68D2F067D506CAFD	917	CANDIDATE_V29_GEN__C0474__68D2F067D506CAFD_8x6b_s917_c8ff72862b23	c8ff72862b23bffb4749d6c2c3f815b8eee70aa62f012ea22868fa5ab9ae7a26	SUCCESS	B	B	SUPPORTED_AB	1	-86.12773999999999	10	10	1.0	1.0		CANDIDATE_V29_GEN__C0474__68D2F067D506CAFD_9e6y_s917_80c496c8cc4e	80c496c8cc4e10bf67cb64d061a55d8fca86cc9ecb5b1d1f446429510974c821	SUCCESS	B	B	SUPPORTED_AB	1	-77.47470000000001	10	10	0.8	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__7813504D713C6F70	917	CANDIDATE_V29_GEN__C0474__7813504D713C6F70_8x6b_s917_10f3d4f404c2	10f3d4f404c2f5c8cc2ded1ec15e4d7a2eb2c4c6e4991a90d33107d8e083dd6a	SUCCESS	A	A	STRICT_A	2	-52.41433999999998	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0474__7813504D713C6F70_9e6y_s917_fa200ff69a6e	fa200ff69a6efbcdcbef23f7e6fe0e1e237a081150df5526048542f587901b03	SUCCESS	A	A	STRICT_A	2	-75.23760000000001	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__82E71609094DF3B4	917	CANDIDATE_V29_GEN__C0474__82E71609094DF3B4_8x6b_s917_234980dc30f7	234980dc30f7348ed366e04d3ae82d028bcd837acb3b8b118d1fd567efe23abb	SUCCESS	A	A	STRICT_A	2	-44.0661	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0474__82E71609094DF3B4_9e6y_s917_2d47aaca8234	2d47aaca8234304f1a8e8b23107d462f00ad5ecd5af975133e84f5537f46f326	SUCCESS	A	A	STRICT_A	2	-73.81823	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__86F64B815359C1BF	917	CANDIDATE_V29_GEN__C0474__86F64B815359C1BF_8x6b_s917_25a415ae6e76	25a415ae6e76af684dfbaddcdba06ace7bed12fdf27439323cf725fecd8a1a36	SUCCESS	B	E	OTHER	0	-71.44038	10	10	0.5	0.9		CANDIDATE_V29_GEN__C0474__86F64B815359C1BF_9e6y_s917_7df2138df712	7df2138df7126415ed94fae6b97a8cbba5c2f71e5dec61ed241bde5467d907f2	SUCCESS	A	A	STRICT_A	2	-63.35	10	10	0.5	0.9		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0474__8A5CBF24C7918022	917	CANDIDATE_V29_GEN__C0474__8A5CBF24C7918022_8x6b_s917_43e2c78177e5	43e2c78177e5e3f8127a5b688eff25c4d2938d23e305059665e9757103c43002	SUCCESS	A	A	STRICT_A	2	-73.13649999999998	10	10	1.0	1.0		CANDIDATE_V29_GEN__C0474__8A5CBF24C7918022_9e6y_s917_cc48df44365d	cc48df44365de96f88b687e6aeb22eb63b622a66f622e11415477158eeb6f477	SUCCESS	A	A	STRICT_A	2	-74.58200000000001	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__8D43BF059C4C0AF4	917	CANDIDATE_V29_GEN__C0474__8D43BF059C4C0AF4_8x6b_s917_f4635aa83cf9	f4635aa83cf9d688da2d60f0dc1edbeb998a3646d5119c5b40c2bb5eab342efb	SUCCESS	A	A	STRICT_A	2	-65.0392	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0474__8D43BF059C4C0AF4_9e6y_s917_a42f82986952	a42f82986952d10fa04f2e345dda426e3328746ba72472cb16a023cf10a2c625	SUCCESS	A	A	STRICT_A	2	-75.44030000000001	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__A51BC9F45EECEFB9	917	CANDIDATE_V29_GEN__C0474__A51BC9F45EECEFB9_8x6b_s917_8457176ca8ff	8457176ca8ffd099d0e3600e52d59ac5a22333c4a2e8c0e2fef6bab2703dec12	SUCCESS	A	A	STRICT_A	2	-68.6402	9	9	0.777778	1.0		CANDIDATE_V29_GEN__C0474__A51BC9F45EECEFB9_9e6y_s917_deb82e4bdfda	deb82e4bdfdad239e46ab9a51b3d92bb3b81e4a6669d3053f0120b7e6d3999d5	SUCCESS	B	B	SUPPORTED_AB	1	-88.13214	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0474__DC3E832CF15F4F2F	917	CANDIDATE_V29_GEN__C0474__DC3E832CF15F4F2F_8x6b_s917_3e41f97252fb	3e41f97252fb90351cbf2429eb091b1e3d6a17cc7c186aa29029d33519a8bda4	SUCCESS	A	A	STRICT_A	2	-58.18513	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0474__DC3E832CF15F4F2F_9e6y_s917_192802bc6f9e	192802bc6f9ebdb3d1961db6543cdc4fdfa6b2b2dcd68b938b854be6b228d73f	SUCCESS	A	A	STRICT_A	2	-77.838	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0474__E9A61F26545B1E81	917	CANDIDATE_V29_GEN__C0474__E9A61F26545B1E81_8x6b_s917_8afc27c807b5	8afc27c807b5174d3263817679cd2324a66611422d12a884f45a49510b8ff8be	SUCCESS	E	E	OTHER	0	-50.5538	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0474__E9A61F26545B1E81_9e6y_s917_f322eb828695	f322eb828695f96e9f0ff76fccbe2ba272fccc7240021065e20158a0b2a7944c	SUCCESS	E	B	OTHER	0	-73.208	10	10	0.5	0.8		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0474__EB175F8EFE2CAC4F	917	CANDIDATE_V29_GEN__C0474__EB175F8EFE2CAC4F_8x6b_s917_f5f528cc487e	f5f528cc487ee398fc99f894f30f9e3a01e4167500e35cddc1ba703d9df46c2f	SUCCESS	A	A	STRICT_A	2	-69.22804	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0474__EB175F8EFE2CAC4F_9e6y_s917_1ca1911ac354	1ca1911ac3547d606853c3f120786f19583e4e22b588347a7d85464dd84fda19	SUCCESS	A	A	STRICT_A	2	-73.3306	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0495__011326C2B11716B1	917	CANDIDATE_V29_GEN__C0495__011326C2B11716B1_8x6b_s917_0fd7d8283397	0fd7d828339772f58d2a9f4f54cabb5782f30491486e179f2ed76baacd48f5e2	SUCCESS	A	A	STRICT_A	2	-62.220929999999996	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0495__011326C2B11716B1_9e6y_s917_2a95d25d69f2	2a95d25d69f23c88c0e4bbba6f75ebc9be4529b22a486f8f53d4397f3f624b45	SUCCESS	A	A	STRICT_A	2	-74.018889	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0495__0FA03B8A24AC972B	917	CANDIDATE_V29_GEN__C0495__0FA03B8A24AC972B_8x6b_s917_2fd140c122cf	2fd140c122cf02cddc9b0b2c04a6968a8e0a7abe61611a00a30db8ad486e7f58	SUCCESS	A	A	STRICT_A	2	-50.41597999999998	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0495__0FA03B8A24AC972B_9e6y_s917_5fd3e6cd587b	5fd3e6cd587bdffcdc6b26d41c4c70cdeb3ea789f7ff9fedf5e820c390b2e9ed	SUCCESS	A	A	STRICT_A	2	-56.680430000000015	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0495__1A40BE6F8EB7E761	917	CANDIDATE_V29_GEN__C0495__1A40BE6F8EB7E761_8x6b_s917_6f37a7637201	6f37a7637201b9541a6762da674f2a640898b4e3bc5a2df93caee2792a056824	SUCCESS	A	B	SUPPORTED_AB	1	-65.02036	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0495__1A40BE6F8EB7E761_9e6y_s917_dd30fc382ed8	dd30fc382ed8119bfaff31b56a4ac178de03c9869d7471cbf85c1d5b5258f23d	SUCCESS	B	A	SUPPORTED_AB	1	-62.72457	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
