top200_rank	candidate_id	sequence_sha256	structure_consistency_label	high_uncertainty	reasons	nbb2_state	nbb2_sequence_match	nbb2_ca_count	nbb2_coverage	nbb2_pdb	nbb2_pdb_sha256	igfold_state	igfold_sequence_match	igfold_ca_count	igfold_coverage	igfold_pdb	igfold_pdb_sha256	nanonet_state	nanonet_sequence_match	nanonet_ca_count	nanonet_coverage	nanonet_pdb	nanonet_pdb_sha256	igfold_vs_nbb2_fr_rmsd_a	igfold_vs_nbb2_cdr1_rmsd_a	igfold_vs_nbb2_cdr2_rmsd_a	igfold_vs_nbb2_cdr3_rmsd_a	igfold_vs_nanonet_fr_rmsd_a	igfold_vs_nanonet_cdr1_rmsd_a	igfold_vs_nanonet_cdr2_rmsd_a	igfold_vs_nanonet_cdr3_rmsd_a	nbb2_vs_nanonet_fr_rmsd_a	nbb2_vs_nanonet_cdr1_rmsd_a	nbb2_vs_nanonet_cdr2_rmsd_a	nbb2_vs_nanonet_cdr3_rmsd_a	max_pairwise_fr_rmsd_a	max_pairwise_cdr3_rmsd_a
85	P1MCPUFP__CPUFP500K_0484__00056	7d9ba48d121697758ce3ce842a97d9b03f8fc3241c1403a889f0b102253be342	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0484__00056.pdb	8b414e06dc46f3a0bc852188db05ba97b3479e618b4bef609dbff5c229dd97a5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0484__00056.pdb	852b8c89a7f64bfe8fbd1596b1a9425d6b88c250d528a07a6610e89c1c236eee	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0484__00056_nanonet_backbone_cb.pdb	eef1b3c32aaddab88bef4130ed2d42c572ea38ac2ff317391f90914372ab447c	0.6377	3.0731	0.6724	3.1383	0.4441	4.0067	0.4286	2.8153	0.7288	3.3767	0.9864	2.8781	0.7288	3.1383
86	P1MCPUFP__CPUFP500K_0032__00938	bbfe9c4eb10b71372202bc3af479eb5f00938da8e1be6f3e06a570f9f6032df9	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0032__00938.pdb	5fde614a1847293a5bcd0278e692ef53220b40639b2f70b70884b7e08cd2d4cd	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0032__00938.pdb	aa311b6061bae0f93cb6f2e68af2e6d3fed7aec162bce4f1dac05239957ea7ff	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0032__00938_nanonet_backbone_cb.pdb	4d61a89ed398914877603e0e4c9eff722fef01eb6fbca1adc7d9cbce56bfc067	0.4721	2.3026	0.6254	1.102	0.3286	2.8245	0.3531	2.341	0.5835	2.806	0.723	1.8572	0.5835	2.341
87	P1MCPUFP__CPUFP500K_0503__00184	1fa46347c13ee2635b42da57897f1387290132c3972ee723bb586fd5b3080a55	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0503__00184.pdb	89df55dd5b6961db1e03f51c63188a1687b87a0b2a7df975be790bfe2d521505	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0503__00184.pdb	bd053703353fa241d4c4a7c98c59d4776f01541d3ead76aff8344ab73bbfd584	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0503__00184_nanonet_backbone_cb.pdb	f2e2b5ea6f53af6e1807e38447e7a24d15c218b198cbdbaea72bb7f103a3a219	0.4258	2.3862	0.6317	2.2692	0.6894	4.0829	0.7798	2.5826	0.8353	3.2762	0.7042	2.1245	0.8353	2.5826
88	P1MCPUFP__CPUFP500K_0306__00261	3230615bd1c2f05482abe1edec75c53ebc61a453eaf7fd06f0593fc74ec8b43a	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0306__00261.pdb	b00f6282f1f29b167064767c0bf9529c005ddf187481459f6cbab6d592773917	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0306__00261.pdb	c49484f7add68c94f66e1b40aae57bc016c660f39f643286aa8c7344e4504391	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0306__00261_nanonet_backbone_cb.pdb	a6496541819bb4b601fc59a05772f0fdccbaf438b36213c1d2d14807c9a87d09	0.4775	2.256	1.0001	2.6015	0.6688	3.1145	1.0973	1.8686	0.7225	3.2994	1.0766	2.9869	0.7225	2.9869
89	P1MCPUFP__CPUFP500K_0383__00137	cf0e9bd6e347834debf8b6f96d23d90c8dfb96e9eae7ddf1b4e9cbb135d96e33	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0383__00137.pdb	02f720377feedf6d70160cfa3ab3a1c6db547c3128a06775b4063d201d32df82	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0383__00137.pdb	4c469845c52b3f58ce8f712238dfa2c22bee1c6c684f805a90aa1273fad34775	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0383__00137_nanonet_backbone_cb.pdb	085aeee0d1de62da58e2f77e723b2d30438dc53ebf27e00b1391a05eaa6696ff	0.4712	1.8136	1.1044	1.7003	0.4579	2.8916	0.4288	3.1392	0.6	2.8083	1.1144	3.6423	0.6	3.6423
90	P1MCPUFP__CPUFP500K_0386__00418	a3ded946d3ff3f63f16ca10da087129b1622a39af96c4197b47c8f4e91fa193c	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0386__00418.pdb	c1cb35cbcd6a671751eaf2e2a11aeec601f76e5e40e202101830960988117398	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0386__00418.pdb	a20d2bcb8c786419c9b4fe3b3e79dde993706f0e1ec14e0dfb5e3862161c5eee	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0386__00418_nanonet_backbone_cb.pdb	d80346a656c07910b6f9603a23d371b90638cd9bd04f1c672659e9f45ee96cec	0.563	2.1627	0.5114	2.2216	0.4929	1.2206	0.3577	3.7834	0.5496	1.9652	0.4868	4.2619	0.563	4.2619
91	P1MCPUFP__CPUFP500K_0206__00634	ffd45ae683805a6a1ad7109121fe3949544f211149ff1b9b86849fdfe40ffb04	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0206__00634.pdb	37073efa6455fa390ae00bd9189e931cc4275eb582afe9cef8d12262380f2d6e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0206__00634.pdb	e65476ba963b2d287789110e036084c13c41ff1a93528a0208874321b5ae1820	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0206__00634_nanonet_backbone_cb.pdb	c4ab748cbc8122d05b80d40fd48274740571f164264a8f92077930f848e8e838	0.4043	2.0307	0.755	2.3551	0.4527	2.9595	0.425	2.2782	0.5639	3.2121	0.5937	2.5879	0.5639	2.5879
92	P1MCPUFP__CPUFP500K_0131__00714	7acf54047cd3a0a0cf6fec988625f9e6841cc327528a9621807e323c45b5de49	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0131__00714.pdb	b8d5b3e89449a41901938320ebb3ea66e27ee14d481ce80f9a0b3f0fbfc50976	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0131__00714.pdb	319e0fa9c9781b94d7b9dc636b5887d85a4a2bb50780c8872f0a4a85337daa80	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0131__00714_nanonet_backbone_cb.pdb	62a3a68bccaf2cc5f06db9fbcdd4fe84eb1d5e2ec79533a3aeacb903aac805bc	0.3302	2.3978	0.8219	4.6638	0.3374	2.8949	0.356	3.0677	0.4707	3.352	0.9493	2.5016	0.4707	4.6638
93	P1MCPUFP__CPUFP500K_0200__00934	32b0447347f1d1c01e6c573acac2abd2e67518890fcd8bad6ae26b6a5a93b060	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0200__00934.pdb	29e5655b8ae345bba4584dc760541b06e69d67f8eb841defb54eb27829c319a7	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0200__00934.pdb	dc1eec987d0019d1151a1da0b8d0d88f40ed3cc358a50686f0dd865dd66abace	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0200__00934_nanonet_backbone_cb.pdb	aa27a60fdeee7d590da10c0a71e619321b0f93c1303c000a8cf749794f3d044a	0.6539	2.903	0.6805	2.8702	0.5363	1.7431	0.7249	1.9548	0.6838	3.1151	1.021	2.7081	0.6838	2.8702
94	P1MCPUFP__CPUFP500K_0206__00861	fa616b9652831544df58b89d039b87870318f1cece96e27f2d80b051a35d6f94	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0206__00861.pdb	33fb2999baaf36be1ca7f66c9198f9e775d5bda06cace438d8f88c4d9e1aa4ed	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0206__00861.pdb	439b507e43c6fb1fd370807422a628f1a199d39677182af9fdc6ec50893c4f32	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0206__00861_nanonet_backbone_cb.pdb	f07671a086a0a8107bc312a041a4effbd3c78d74fff35e391ac6d7f928ed2da6	0.3952	1.7001	0.6726	2.6047	0.5017	2.6563	0.438	1.698	0.5926	3.1373	0.771	3.2839	0.5926	3.2839
95	P1MCPUFP__CPUFP500K_0206__00415	fe9e4270d25cded8a7c7ae00ec3b78942a9798f2a5021dd80e389072b5a97c86	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0206__00415.pdb	d406bd5f6ede329b00de13fe37ccfb43a34dc015168a1744c2a4922ff69ab14e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0206__00415.pdb	c8c2b61d1440f8a8e89d1e8bcf150c691861e7f3a17a8f51336b5fa943bec9aa	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0206__00415_nanonet_backbone_cb.pdb	613f4cf63a79e7f4af700ad8252fb5fce50dc1dc7bff15333df425f5023730a0	0.4237	2.1833	0.5585	2.5244	0.4619	2.8125	0.6712	2.2117	0.5627	2.837	0.6885	3.1011	0.5627	3.1011
96	P1MCPUFP__CPUFP500K_0496__00585	fb6755c3a07c4f8cf6f93034413774c3c080194cf0e301106dc55e2e28c09d3c	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0496__00585.pdb	030cd39555fb11830465d8423e9a5b4308eaa14a36e017cad27b2a2bbe628af9	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0496__00585.pdb	0f633947c983a2bd6bdcc86218c488fd53d41e75479f8110fb1b1b9c43ddf5be	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0496__00585_nanonet_backbone_cb.pdb	057fc38af98070afdda0b9c92259d4992f836d2c1a0fb30e77f3cbebf6ade857	0.5473	1.8264	0.613	2.3637	0.4837	2.5419	0.596	3.2869	0.5631	2.4474	0.5086	4.8238	0.5631	4.8238
97	P1MCPUFP__CPUFP500K_0188__00001	6b5ed15e6f2dd38be08ad59e5bc262cff97b3e5389e16ff615717be8eac8da92	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00001.pdb	3cda00f299425fd9011b608e13ddcc99a0ed7a37aa80936e3fc86799aadd7c0c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00001.pdb	04e837782e9c5141ddbe461feca4b8aaf75e1b7cbdf7c22505d2817ad230f72b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00001_nanonet_backbone_cb.pdb	aa9adde83c09c69aaf7872cdebdb70cb9b6062914091f2eb5cd1bd22eba68291	0.6008	1.9928	0.7752	3.4703	0.4315	1.5639	0.5752	3.302	0.7869	2.5589	0.5515	4.9905	0.7869	4.9905
98	P1MCPUFP__CPUFP500K_0298__00713	80843d055d0824a6943a0ef6a0a53181e4165aa5554fa472866ac49956eb3a8b	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0298__00713.pdb	4232ceb8e91682e19a3ddc3aa3b0aa85bf6a8e16d3b34d4f36d9906b82a4f2bc	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0298__00713.pdb	c6caa43545af658f8cbde1fb1fca6c0860f4ede598663cb7d3eb26c42b349324	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0298__00713_nanonet_backbone_cb.pdb	22f1e15d1587f8344bcf3bfb435cf276e190c45d78aaf148cb20ca2b82705f6e	0.4944	2.6241	0.5759	1.5319	0.5401	3.1573	0.4703	5.2694	0.6705	2.981	0.6363	4.9802	0.6705	5.2694
99	P1MCPUFP__CPUFP500K_0001__00338	18c54e071a3717537bfa4ebd2600141dbe359e26476f796305377b65907308e7	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0001__00338.pdb	1cf3a31eff46e336072b869cc80fb2c2b53753f2cae52add5b56137d010e7e63	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0001__00338.pdb	a66a7a236b261acfe6d98b8e970e253844820951a7bb0a8f7de2237d3c7066f8	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0001__00338_nanonet_backbone_cb.pdb	94906cd5112137036a3085f25f85eeaff96a90b94fdee1930ae2ea1a52396502	0.4689	1.449	0.7068	2.458	0.4643	2.3447	0.6824	4.0044	0.5347	2.306	1.0081	4.1417	0.5347	4.1417
100	P1MCPUFP__CPUFP500K_0188__00742	ed1239533e3d103d601c95ed45b6b74ca2c15d958b1e64ec79fcd80344e1a3ed	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00742.pdb	bfcb18f3c2f6d99ce49752d54a6cf6aee449d3b5867ab096f653736104b3ca24	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00742.pdb	0b68553ada736c90b571731a868a8edf77e5504713abbc000fbb7f68a7254fb5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00742_nanonet_backbone_cb.pdb	f71292cefedd475af314162edf211efee47dc75e332bbae837ac75801377dbba	0.4773	2.019	0.8711	2.4486	0.4609	2.5798	0.3186	5.4284	0.601	2.648	0.7961	6.9079	0.601	6.9079
101	P1MCPUFP__CPUFP500K_0089__00363	7051210e9a728258f4d8b8b4dac772665252a0b7f1d71e731086fc596078b5a5	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0089__00363.pdb	429d7886a67022cf38f9d7f76085c7e8811067cd07fbd5e3106f8bbe22375be5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0089__00363.pdb	3cacbc844a8ec341b8189e157461149109e4eb3af88019f5fed7ed09c60e4c86	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0089__00363_nanonet_backbone_cb.pdb	21b348408a59542689f39bc57cb2592c4c00364cfb3307a5fce0ab6ca9a76b91	0.5396	1.9446	0.6223	2.7174	0.4881	1.3587	0.5129	5.6568	0.7841	2.2355	0.6258	7.1902	0.7841	7.1902
102	P1MCPUFP__CPUFP500K_0230__00087	cfe3614b9021c9c0da88daedefc003796a1843628b44a4076dd540b654bc7ed9	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0230__00087.pdb	5feb9cd47289d3518caead925e69386b036aa2566b7108256a18aa75c2dc064d	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0230__00087.pdb	07e83e6f74b301e5d5ca77e493d4d56d43aedcf55d07bf178da75165817cc175	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0230__00087_nanonet_backbone_cb.pdb	adaba91f61e4ee18181c4eafe9feb34c827ad210ee7cbce1ac1fdfd5081bd639	0.4443	2.2144	0.4587	1.8965	0.3566	2.881	0.3632	2.162	0.4888	4.1473	0.5042	1.5489	0.4888	2.162
103	P1MCPUFP__CPUFP500K_0100__00613	ac4e04ef13408d96bd3caf496dfe4247554a729b35ffcf096065ccc6d122fd54	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0100__00613.pdb	b4b7d66160d3d8d1287e40a7b1f43ac488f139f887f90fbaa7af61abc3e2b24d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0100__00613.pdb	715358f3c77305f5f7d11f9e7c5e07b3e5cf8a523dc8b8dacee07923b12a65a0	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0100__00613_nanonet_backbone_cb.pdb	c79d388b7d838d48f5e394faad183d849ac469bc4826ce0d7dee4c0c71b2c69e	0.6443	2.5288	0.632	1.9345	0.4698	2.5776	0.7588	3.1515	0.6888	2.365	0.8228	4.2558	0.6888	4.2558
104	P1MCPUFP__CPUFP500K_0108__00157	111fedb1259dfdbfeb21cb5713b0ba5ca5ec01b5d4eb8a50cb96a74a05122704	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00157.pdb	af1c755fb838b032657caf57753e96e0fca9c2a0303941e538be4d6d349b9f0a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00157.pdb	b33b96143e37302b27f56cf7a90c0171ef23db243bc97c4a0cdc9fbff01e09c2	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00157_nanonet_backbone_cb.pdb	1dccacd227622d18c1ca1bbe93fa542f2cc797152b3647ae50bdc4d8f896c128	0.544	3.1333	0.6626	2.7329	0.5513	2.3485	0.5468	2.0994	0.6167	2.7789	0.92	2.7752	0.6167	2.7752
105	P1MCPUFP__CPUFP500K_0404__00009	532ba1ca4d63196f5832badb62a6c13bb784cf58ff60532a0c3440d4bfb93658	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0404__00009.pdb	01d3b457d6de6f306793f2873a66fc7e2709ae7a044530db3c2de79deae3e03e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0404__00009.pdb	68627c8faf53bf2df0b3ceaf174baa3571deafca4133310709d81d967f6f984b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0404__00009_nanonet_backbone_cb.pdb	603e72c62121954cc9e77eb1a183e3106f922c5914f2096e4339eff12222b874	0.3874	2.6564	0.9497	1.976	0.5333	4.1835	0.774	2.2686	0.6714	3.7706	0.6958	2.5537	0.6714	2.5537
106	P1MCPUFP__CPUFP500K_0188__00262	bd6594dd259f682d5336f27c69db51d218f75b066f265655baa1e1a5df71a131	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0188__00262.pdb	b62a2839cc0de3b40c642bd0ef36a8d617f4059a725f4109abb1215e96d92916	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0188__00262.pdb	803c5661e0ffd3ac8985d7d0ed55026b6ff4f2245410a91e4d6a7895204ff904	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0188__00262_nanonet_backbone_cb.pdb	4244cb7018a232ee9e9b6b944bad1d8e33863d5c147e54634e1b764d75f90bd4	0.4714	1.6114	0.4769	3.3986	0.4374	2.4824	0.5563	3.1579	0.662	2.6768	0.8612	5.5473	0.662	5.5473
107	P1MCPUFP__CPUFP500K_0132__00573	b4a5a680bc8f55c36d457ba255cea71bbbc326af86346e57257d5b9958365e22	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0132__00573.pdb	0d0f00189b7fe7b7cb412cf90c2aa71023ae4d31d8f7ab6ee2972f7ed4bf2cf2	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0132__00573.pdb	256e207464c8a5256675ad6d16ba23de75ac4ee1707c688ff7e353d9ca251134	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0132__00573_nanonet_backbone_cb.pdb	80ccd7b2c5c1ddf1e87316e56ce65cd72221159285c9ccf380ce4277bda0bd2e	0.5056	2.4337	0.5769	1.7376	0.3592	2.3981	1.312	2.2196	0.5339	2.9821	1.5163	2.0739	0.5339	2.2196
