candidate_id	final_rank	top10_rank	conformation	seed	pdb_path	pdb_sha256	pvrig_sequon	pvrig_chain_sequence_position	pvrig_pdb_residue_number	pvrig_pdb_insertion_code	candidate_to_sequon_asn_anchor_min_distance_a	glycan_anchor_geometry_status	membrane_orientation_status	claim_boundary
P1MCPUFP__CPUFP500K_0128__00809	38		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__8x6b__s1931__cluster_1_model_1.pdb	919d6892d9f9420c7f91181b134551608e58fce417cdade96a3625b187d96705	NTT	80	129		16.151212	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0128__00809	38		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__8x6b__s3047__cluster_1_model_1.pdb	fbb0aa34d05da06d47a3b2534d164b5ab28e8eccd51060d26f932d0f72569662	NTT	80	129		14.188484	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0128__00809	38		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__9e6y__s42__cluster_1_model_1.pdb	7e7b44f944ac0cd5849a406220aeb789ece53e0d731426f9bff19040a6d93393	NTT	84	129		16.09863	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0128__00809	38		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__9e6y__s917__cluster_1_model_1.pdb	4d4ce9a972d9545535097eba727dda95051afb9e99412af582d89818a6b76a97	NTT	84	129		19.233608	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0128__00809	38		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__9e6y__s1931__cluster_1_model_1.pdb	265d41931104b2c4bf13552c81568b6caea5b8a70c9fdc03fcf3c21ee377b469	NTT	84	129		15.507666	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0128__00809	38		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R38__P1MCPUFP__CPUFP500K_0128__00809__9e6y__s3047__cluster_1_model_1.pdb	0fb52e5ceca48b434c464fe65c467eba3ad5bc64a8c57f565d22c480a5c4dd7c	NTT	84	129		15.886002	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__8x6b__s42__cluster_1_model_1.pdb	98c8e8939e93e75cc0d1331e2b18e60e54601696e0a56551b8999cc3ac2fc534	NTT	80	129		15.370972	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__8x6b__s917__cluster_1_model_1.pdb	5485adbff8a07c029f2e2895574fdef492ce28b8f4de84f91ad46a18df9ef2e0	NTT	80	129		12.948848	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__8x6b__s1931__cluster_1_model_1.pdb	0f28a1ed008b19e3141fdfe66a77f35e3bf7ed614822fad66259cb73b77b0dcf	NTT	80	129		15.23799	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__8x6b__s3047__cluster_1_model_1.pdb	a56754811c6e74c04ac6499f429e6147fba26425daf9a37b25683a8890be3f90	NTT	80	129		14.961824	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__9e6y__s42__cluster_1_model_1.pdb	fac3f3e073b194da69cdd2b485a5d82db46013d5b34e35ab7be4e9b77c4c680f	NTT	84	129		15.599384	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__9e6y__s917__cluster_1_model_1.pdb	f6ee2d698e795feaa415a57eda761b485d63bcd7db69bbdf894a9fb3a593bb53	NTT	84	129		15.298876	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__9e6y__s1931__cluster_1_model_1.pdb	1f89b14d9fa2a8cf724142eb4003049484073e12988f2a4cb787230e394964a7	NTT	84	129		14.725591	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0130__00610	39		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R39__P1MCPUFP__CPUFP500K_0130__00610__9e6y__s3047__cluster_1_model_1.pdb	cab744d7173c95916cb8691ec003d3b91c643573e3851d8e1cd30cbc79c336e3	NTT	84	129		16.395497	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__8x6b__s42__cluster_1_model_1.pdb	0029cf234968b315f4395f8416e3a5152d6c15f4841c37621fa3582eb5983b66	NTT	80	129		18.186533	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__8x6b__s917__cluster_1_model_1.pdb	64b3cadf061478f306cae14209c3762864af9f6346ec2c29bc7faa085f1d5bfd	NTT	80	129		18.688585	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__8x6b__s1931__cluster_1_model_1.pdb	a55db6f75017eb7b4c88b21f95e95c7d9d381a3584ba0dca03258fdb9457391b	NTT	80	129		18.155116	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__8x6b__s3047__cluster_1_model_1.pdb	1e41111390d1bd8968f8bd631b10e19e63ef0b23a4d6da18e4ec5bc7cb255816	NTT	80	129		18.511213	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__9e6y__s42__cluster_1_model_1.pdb	cb7a02820cb167037fcb0d41ba40be0f527b3b17a679995937e30dcde092cd63	NTT	84	129		17.790653	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__9e6y__s917__cluster_1_model_1.pdb	dfa6d1dcd59016b8dde352729f59be576c2a3f75d58a4b8dec526262cd6e59ca	NTT	84	129		18.40171	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__9e6y__s1931__cluster_1_model_1.pdb	9f7169b47caaec8f489a1e816259075b1e0cea4a2ce3f8fb7797f66fd10efda6	NTT	84	129		17.940136	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0134__00713	40		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R40__P1MCPUFP__CPUFP500K_0134__00713__9e6y__s3047__cluster_1_model_1.pdb	2382483fd200ae5c11ec7612a4570455669aaad01fb71ec9e9f36c532b5f0bfd	NTT	84	129		18.32489	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__8x6b__s42__cluster_1_model_1.pdb	d7d00a553239dbea0dacb8ae04a857497142beb4c1b09810adf16aa73c593ff2	NTT	80	129		17.449379	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__8x6b__s917__cluster_1_model_1.pdb	af2e7c27eb934fd27ada338bbabb4777c4ba934108f6839c0e532a839a3e25cf	NTT	80	129		17.596026	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__8x6b__s1931__cluster_1_model_1.pdb	5ea685fa3d329175b17eef11e03120361c8c6c2c6421de3fd78f0b654baa526c	NTT	80	129		18.319945	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__8x6b__s3047__cluster_1_model_1.pdb	edd6bfdd451c22d1b4ff8097056a77f665d323f7a0a9fa6f44bfab81018849d8	NTT	80	129		17.258223	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__9e6y__s42__cluster_1_model_1.pdb	8c25425dd20beab7c5f9d4e9461d635201f4e03ebace1231057a913aa6106fec	NTT	84	129		17.341011	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__9e6y__s917__cluster_1_model_1.pdb	29c53eb686894eac17e9e3acd29551eeacbf2ba45712a991916fff1eed10b448	NTT	84	129		18.100771	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__9e6y__s1931__cluster_1_model_1.pdb	1232703e1152df10c5e6f97a28d5b3f485f7063fd5c3a188ab3b1ccdc92fe6d7	NTT	84	129		15.916877	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0030__00860	41		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R41__P1MCPUFP__CPUFP500K_0030__00860__9e6y__s3047__cluster_1_model_1.pdb	e8b912a8901b8b45cc3900ebaa792c1e59831636ba121699c4c969eac9b8437e	NTT	84	129		18.087847	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__8x6b__s42__cluster_1_model_1.pdb	f8eddd226ba74d4f97f1d5b4cfba62161029a1f6fd668d568d44b9f0451c857a	NTT	80	129		18.480578	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__8x6b__s917__cluster_1_model_1.pdb	4f6b79b15dc334d3680282c02af72e33717c8ce3e5235a46280e6b94fee7dab0	NTT	80	129		17.166965	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__8x6b__s1931__cluster_1_model_1.pdb	9408b8f3d6c6ddf99f6e5bc8e04925a64f2c62030e2c2fc665edee4961d930c8	NTT	80	129		17.201596	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__8x6b__s3047__cluster_1_model_1.pdb	9293512d58cf879a0e046e4f2aa49c1f3dcba03ea5bb4b21c414a19f440c03f1	NTT	80	129		19.305079	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__9e6y__s42__cluster_1_model_1.pdb	ebc1f5f3154daef2bde899d610296f1c179eecbd9d89831051da90ccc6a4ac50	NTT	84	129		17.8742	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__9e6y__s917__cluster_1_model_1.pdb	35b22466284f7b17081d811934b04ba168716ada8f7da16d074347cc81cd6eb9	NTT	84	129		18.842499	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__9e6y__s1931__cluster_1_model_1.pdb	bd6a3dd8815508ac0e310ca22faca5e13b0acd08b2d07ab28c574335aaaad2bf	NTT	84	129		18.573294	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0504__00926	42		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R42__P1MCPUFP__CPUFP500K_0504__00926__9e6y__s3047__cluster_1_model_1.pdb	a474b0ad764bb7234937a8360bc4a34fb0c4f2b07bc714d4c41956cea70642ab	NTT	84	129		18.169805	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0206__00634	43		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R43__P1MCPUFP__CPUFP500K_0206__00634__8x6b__s42__cluster_1_model_1.pdb	9f513d4aedcef559a9c10c7c77d49f2d56099b02a400109be52c6077696d4894	NTT	80	129		16.989454	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
