backbone_group_id	arm_id	sequence_group_id	split	candidate_count	candidate_ids
P5_qrg_L_bb003	P5_qrg_L	cdr3fam_27b08d53ad42974e	train	4	PVRIG_RFAb_v2_P5_qrg_L_bb003_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb003_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb003_mpn02;PVRIG_RFAb_v2_P5_qrg_L_bb003_mpn03
P5_qrg_L_bb004	P5_qrg_L	cdr3fam_6339ed0b0c3128f9	train	4	PVRIG_RFAb_v2_P5_qrg_L_bb004_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb004_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb004_mpn02;PVRIG_RFAb_v2_P5_qrg_L_bb004_mpn03
P5_qrg_L_bb005	P5_qrg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P5_qrg_L_bb005_mpn00;PVRIG_RFAb_v2_P5_qrg_L_bb005_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb005_mpn02
P5_qrg_L_bb006	P5_qrg_L	cdr3fam_002e2bd3fe37bfaf	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb006_mpn00
P5_qrg_L_bb006	P5_qrg_L	cdr3fam_5a8a2dcdbefa3711	train	2	PVRIG_RFAb_v2_P5_qrg_L_bb006_mpn01;PVRIG_RFAb_v2_P5_qrg_L_bb006_mpn02
P5_qrg_L_bb007	P5_qrg_L	cdr3fam_17d0af8545ba276d	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb007_mpn01
P5_qrg_L_bb007	P5_qrg_L	cdr3fam_8620643091d49a5b	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb007_mpn02
P5_qrg_L_bb007	P5_qrg_L	cdr3fam_edc583388ac7ecb4	train	1	PVRIG_RFAb_v2_P5_qrg_L_bb007_mpn00
P5_qrg_S_bb000	P5_qrg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P5_qrg_S_bb000_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb000_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb000_mpn03
P5_qrg_S_bb001	P5_qrg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P5_qrg_S_bb001_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb001_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb001_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb001_mpn03
P5_qrg_S_bb002	P5_qrg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P5_qrg_S_bb002_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb002_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb002_mpn03
P5_qrg_S_bb003	P5_qrg_S	cdr3fam_14db0c5a2fa847f0	validation	1	PVRIG_RFAb_v2_P5_qrg_S_bb003_mpn00
P5_qrg_S_bb003	P5_qrg_S	cdr3fam_b3bcf70d86ca348c	validation	2	PVRIG_RFAb_v2_P5_qrg_S_bb003_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb003_mpn03
P5_qrg_S_bb004	P5_qrg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P5_qrg_S_bb004_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb004_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb004_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb004_mpn03
P5_qrg_S_bb005	P5_qrg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P5_qrg_S_bb005_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb005_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb005_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb005_mpn03
P5_qrg_S_bb006	P5_qrg_S	cdr3fam_445c63f4195c5686	validation	4	PVRIG_RFAb_v2_P5_qrg_S_bb006_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb006_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb006_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb006_mpn03
P5_qrg_S_bb007	P5_qrg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P5_qrg_S_bb007_mpn00;PVRIG_RFAb_v2_P5_qrg_S_bb007_mpn01;PVRIG_RFAb_v2_P5_qrg_S_bb007_mpn02;PVRIG_RFAb_v2_P5_qrg_S_bb007_mpn03
P6_ekg_L_bb000	P6_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_ekg_L_bb000_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb000_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb000_mpn02;PVRIG_RFAb_v2_P6_ekg_L_bb000_mpn03
P6_ekg_L_bb001	P6_ekg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P6_ekg_L_bb001_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb001_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb001_mpn02;PVRIG_RFAb_v2_P6_ekg_L_bb001_mpn03
P6_ekg_L_bb002	P6_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_ekg_L_bb002_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb002_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb002_mpn02;PVRIG_RFAb_v2_P6_ekg_L_bb002_mpn03
P6_ekg_L_bb003	P6_ekg_L	cdr3fam_46fd6a273c482d41	train	3	PVRIG_RFAb_v2_P6_ekg_L_bb003_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb003_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb003_mpn02
P6_ekg_L_bb004	P6_ekg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P6_ekg_L_bb004_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb004_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb004_mpn02;PVRIG_RFAb_v2_P6_ekg_L_bb004_mpn03
P6_ekg_L_bb005	P6_ekg_L	cdr3fam_dbf2838ed2d9a541	train	4	PVRIG_RFAb_v2_P6_ekg_L_bb005_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb005_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb005_mpn02;PVRIG_RFAb_v2_P6_ekg_L_bb005_mpn03
P6_ekg_L_bb006	P6_ekg_L	cdr3fam_66145dd0508e246a	train	2	PVRIG_RFAb_v2_P6_ekg_L_bb006_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb006_mpn02
P6_ekg_L_bb006	P6_ekg_L	cdr3fam_d67780cb04872348	train	1	PVRIG_RFAb_v2_P6_ekg_L_bb006_mpn00
P6_ekg_L_bb007	P6_ekg_L	cdr3fam_0b2fc47f9a851170	train	3	PVRIG_RFAb_v2_P6_ekg_L_bb007_mpn00;PVRIG_RFAb_v2_P6_ekg_L_bb007_mpn01;PVRIG_RFAb_v2_P6_ekg_L_bb007_mpn02
P6_ekg_S_bb000	P6_ekg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb000_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb000_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb000_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb000_mpn03
P6_ekg_S_bb001	P6_ekg_S	cdr3fam_d58db9e2493ba0c2	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb001_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb001_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb001_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb001_mpn03
P6_ekg_S_bb002	P6_ekg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb002_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb002_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb002_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb002_mpn03
P6_ekg_S_bb003	P6_ekg_S	cdr3fam_b3bcf70d86ca348c	validation	1	PVRIG_RFAb_v2_P6_ekg_S_bb003_mpn03
P6_ekg_S_bb003	P6_ekg_S	cdr3fam_b4b902b85a9d8ee5	validation	1	PVRIG_RFAb_v2_P6_ekg_S_bb003_mpn02
P6_ekg_S_bb004	P6_ekg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb004_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb004_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb004_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb004_mpn03
P6_ekg_S_bb005	P6_ekg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb005_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb005_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb005_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb005_mpn03
P6_ekg_S_bb006	P6_ekg_S	cdr3fam_445c63f4195c5686	validation	1	PVRIG_RFAb_v2_P6_ekg_S_bb006_mpn03
P6_ekg_S_bb007	P6_ekg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P6_ekg_S_bb007_mpn00;PVRIG_RFAb_v2_P6_ekg_S_bb007_mpn01;PVRIG_RFAb_v2_P6_ekg_S_bb007_mpn02;PVRIG_RFAb_v2_P6_ekg_S_bb007_mpn03
P6_qkg_L_bb000	P6_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_qkg_L_bb000_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb000_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb000_mpn02;PVRIG_RFAb_v2_P6_qkg_L_bb000_mpn03
P6_qkg_L_bb001	P6_qkg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P6_qkg_L_bb001_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb001_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb001_mpn02;PVRIG_RFAb_v2_P6_qkg_L_bb001_mpn03
P6_qkg_L_bb002	P6_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_qkg_L_bb002_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb002_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb002_mpn02;PVRIG_RFAb_v2_P6_qkg_L_bb002_mpn03
P6_qkg_L_bb003	P6_qkg_L	cdr3fam_46fd6a273c482d41	train	4	PVRIG_RFAb_v2_P6_qkg_L_bb003_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb003_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb003_mpn02;PVRIG_RFAb_v2_P6_qkg_L_bb003_mpn03
P6_qkg_L_bb004	P6_qkg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P6_qkg_L_bb004_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb004_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb004_mpn02;PVRIG_RFAb_v2_P6_qkg_L_bb004_mpn03
P6_qkg_L_bb005	P6_qkg_L	cdr3fam_dbf2838ed2d9a541	train	3	PVRIG_RFAb_v2_P6_qkg_L_bb005_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb005_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb005_mpn02
P6_qkg_L_bb006	P6_qkg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P6_qkg_L_bb006_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb006_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb006_mpn02
P6_qkg_L_bb007	P6_qkg_L	cdr3fam_0b2fc47f9a851170	train	3	PVRIG_RFAb_v2_P6_qkg_L_bb007_mpn00;PVRIG_RFAb_v2_P6_qkg_L_bb007_mpn01;PVRIG_RFAb_v2_P6_qkg_L_bb007_mpn02
P6_qkg_S_bb000	P6_qkg_S	cdr3fam_6250cae5f36a422f	validation	2	PVRIG_RFAb_v2_P6_qkg_S_bb000_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb000_mpn01
P6_qkg_S_bb001	P6_qkg_S	cdr3fam_d58db9e2493ba0c2	validation	4	PVRIG_RFAb_v2_P6_qkg_S_bb001_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb001_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb001_mpn02;PVRIG_RFAb_v2_P6_qkg_S_bb001_mpn03
P6_qkg_S_bb002	P6_qkg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_qkg_S_bb002_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb002_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb002_mpn02;PVRIG_RFAb_v2_P6_qkg_S_bb002_mpn03
P6_qkg_S_bb003	P6_qkg_S	cdr3fam_14db0c5a2fa847f0	validation	1	PVRIG_RFAb_v2_P6_qkg_S_bb003_mpn00
P6_qkg_S_bb003	P6_qkg_S	cdr3fam_b3bcf70d86ca348c	validation	2	PVRIG_RFAb_v2_P6_qkg_S_bb003_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb003_mpn03
P6_qkg_S_bb004	P6_qkg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_qkg_S_bb004_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb004_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb004_mpn02;PVRIG_RFAb_v2_P6_qkg_S_bb004_mpn03
P6_qkg_S_bb005	P6_qkg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P6_qkg_S_bb005_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb005_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb005_mpn02;PVRIG_RFAb_v2_P6_qkg_S_bb005_mpn03
P6_qkg_S_bb006	P6_qkg_S	cdr3fam_445c63f4195c5686	validation	2	PVRIG_RFAb_v2_P6_qkg_S_bb006_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb006_mpn03
P6_qkg_S_bb007	P6_qkg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P6_qkg_S_bb007_mpn00;PVRIG_RFAb_v2_P6_qkg_S_bb007_mpn01;PVRIG_RFAb_v2_P6_qkg_S_bb007_mpn02;PVRIG_RFAb_v2_P6_qkg_S_bb007_mpn03
P6_qrg_L_bb000	P6_qrg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_qrg_L_bb000_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb000_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb000_mpn02;PVRIG_RFAb_v2_P6_qrg_L_bb000_mpn03
P6_qrg_L_bb001	P6_qrg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P6_qrg_L_bb001_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb001_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb001_mpn02;PVRIG_RFAb_v2_P6_qrg_L_bb001_mpn03
P6_qrg_L_bb002	P6_qrg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P6_qrg_L_bb002_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb002_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb002_mpn02;PVRIG_RFAb_v2_P6_qrg_L_bb002_mpn03
P6_qrg_L_bb003	P6_qrg_L	cdr3fam_46fd6a273c482d41	train	4	PVRIG_RFAb_v2_P6_qrg_L_bb003_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb003_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb003_mpn02;PVRIG_RFAb_v2_P6_qrg_L_bb003_mpn03
P6_qrg_L_bb004	P6_qrg_L	cdr3fam_adbd7c626350b752	train	3	PVRIG_RFAb_v2_P6_qrg_L_bb004_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb004_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb004_mpn03
P6_qrg_L_bb005	P6_qrg_L	cdr3fam_e45362275264bdbe	train	3	PVRIG_RFAb_v2_P6_qrg_L_bb005_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb005_mpn02;PVRIG_RFAb_v2_P6_qrg_L_bb005_mpn03
P6_qrg_L_bb005	P6_qrg_L	cdr3fam_fd1391935e1127d1	train	1	PVRIG_RFAb_v2_P6_qrg_L_bb005_mpn01
P6_qrg_L_bb006	P6_qrg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P6_qrg_L_bb006_mpn00;PVRIG_RFAb_v2_P6_qrg_L_bb006_mpn01;PVRIG_RFAb_v2_P6_qrg_L_bb006_mpn02
P6_qrg_L_bb007	P6_qrg_L	cdr3fam_4a3003607b09c2f8	train	1	PVRIG_RFAb_v2_P6_qrg_L_bb007_mpn00
P6_qrg_L_bb007	P6_qrg_L	cdr3fam_d29a58789a6c1068	train	1	PVRIG_RFAb_v2_P6_qrg_L_bb007_mpn02
P6_qrg_L_bb007	P6_qrg_L	cdr3fam_d5d4eee2a717679e	train	1	PVRIG_RFAb_v2_P6_qrg_L_bb007_mpn01
P6_qrg_S_bb000	P6_qrg_S	cdr3fam_6250cae5f36a422f	validation	2	PVRIG_RFAb_v2_P6_qrg_S_bb000_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb000_mpn01
P6_qrg_S_bb001	P6_qrg_S	cdr3fam_3cc549836722aa72	validation	1	PVRIG_RFAb_v2_P6_qrg_S_bb001_mpn02
P6_qrg_S_bb001	P6_qrg_S	cdr3fam_d58db9e2493ba0c2	validation	3	PVRIG_RFAb_v2_P6_qrg_S_bb001_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb001_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb001_mpn03
P6_qrg_S_bb002	P6_qrg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_qrg_S_bb002_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb002_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb002_mpn02;PVRIG_RFAb_v2_P6_qrg_S_bb002_mpn03
P6_qrg_S_bb003	P6_qrg_S	cdr3fam_14db0c5a2fa847f0	validation	1	PVRIG_RFAb_v2_P6_qrg_S_bb003_mpn00
P6_qrg_S_bb003	P6_qrg_S	cdr3fam_b3bcf70d86ca348c	validation	2	PVRIG_RFAb_v2_P6_qrg_S_bb003_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb003_mpn03
P6_qrg_S_bb004	P6_qrg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P6_qrg_S_bb004_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb004_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb004_mpn02;PVRIG_RFAb_v2_P6_qrg_S_bb004_mpn03
P6_qrg_S_bb005	P6_qrg_S	cdr3fam_9421d3e3572c34ff	validation	3	PVRIG_RFAb_v2_P6_qrg_S_bb005_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb005_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb005_mpn03
P6_qrg_S_bb006	P6_qrg_S	cdr3fam_445c63f4195c5686	validation	3	PVRIG_RFAb_v2_P6_qrg_S_bb006_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb006_mpn02;PVRIG_RFAb_v2_P6_qrg_S_bb006_mpn03
P6_qrg_S_bb007	P6_qrg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P6_qrg_S_bb007_mpn00;PVRIG_RFAb_v2_P6_qrg_S_bb007_mpn01;PVRIG_RFAb_v2_P6_qrg_S_bb007_mpn02;PVRIG_RFAb_v2_P6_qrg_S_bb007_mpn03
